Date,Material,Count
1939,metal->mercury,2
1939,resin,3
1939,paper->,12
1939,synthetic->plastic - possible,2
1939,fibre->satin,1
1939,fibre->velvet,1
1939,fibre->silk,4
1939,metal->aluminum - possible,10
1939,metal->chromium - possible,1
1939,animal->glue,1
1939,stone->asbestos,4
1939,fibre->linen,3
1939,resin->vulcanite,2
1939,skin->suede,1
1939,skin->pelt,4
1939,synthetic->elastic,5
1939,metal->bronze,1
1939,synthetic->foam - possible,1
1939,metal->zinc,1
1939,animal->shellac,1
1939,stone->mica,1
1939,composite->fibreboard,1
1939,wood->spruce,1
1939,synthetic->plexiglass,1
1939,metal->silver,1
1939,resin->rubber - possible,1
1939,synthetic - possible,1
1939,skin->chamois,1
1939,metal->steel - possible,27
1939,synthetic->rayon,1
1939,fibre - possible->,9
1939,metal->cast-iron - possible,1
1939,synthetic->nylon - possible,1
1939,fibre->wool,8
1939,ceramic->porcelain,2
1939,wood->cherry,1
1939,fibre->felt - possible,2
1940,fibre->gabardine,1
1940,skin->sheep,2
1940,skin->leather,70
1940,metal,486
1940,metal->,117
1940,glass,257
1940,metal->brass,91
1940,metal->iron,28
1940,wood->,72
1940,synthetic->,47
1940,fibre->felt,19
1940,paper,173
1940,synthetic,266
1940,glass->,79
1940,synthetic->bakelite,59
1940,paper->,41
1940,ceramic,28
1940,ceramic->porcelain,18
1940,metal->aluminum,68
1940,stone->mica,6
1940,resin->rubber,62
1940,synthetic->elastic,3
1940,synthetic->plexiglass,3
1940,wood,125
1940,fibre->,28
1940,synthetic->plastic,49
1940,metal->steel,166
1940,wood->birch,2
1940,wood->spruce,2
1940,synthetic->cellulose,2
1940,metal->aluminum - possible,4
1940,fibre,106
1940,,22
1940,paper->card stock,27
1940,metal->platinum,1
1940,metal->silver,5
1940,fibre->canvas,14
1940,synthetic->foam,1
1940,metal->copper,28
1940,paper->cardboard,34
1940,resin->gutta-percha,1
1940,fibre->jute,2
1940,metal->tungsten,2
1940,synthetic->polystyrene,1
1940,synthetic->carbon,5
1940,wood->mahogany,4
1940,resin->phenolic,1
1940,ceramic->,3
1940,stone->sapphire,3
1940,fibre->cotton,13
1940,metal->tin,7
1940,fibre->linen,18
1940,resin,9
1940,metal->chromium,17
1940,glass->enamel,7
1940,metal->nickel,7
1940,bone->ivory,1
1940,metal->chromium - possible,2
1940,wood->oak,2
1940,resin->rubber - possible,4
1940,resin->ebonite,1
1940,metal->stainless steel,31
1940,stone->asbestos,3
1940,synthetic - possible,14
1940,fibre->velvet,6
1940,metal->bronze,2
1940,animal->intestine,1
1940,metal->tin - possible,1
1940,synthetic->leatherette,7
1940,wood->cork,9
1940,synthetic->vinyl,3
1940,metal->brass - possible,5
1940,stone,5
1940,synthetic->bakelite - possible,2
1940,skin,1
1940,metal->cast-iron,9
1940,synthetic->acetate,1
1940,stone->diamond - possible,1
1940,metal->tantalum,1
1940,fibre - possible->,1
1940,metal->white metal,4
1940,fibre->felt - possible,2
1940,stone->silica,1
1940,synthetic->formica,1
1940,metal->mercury,1
1940,metal - possible->,1
1940,metal->lead,6
1940,skin->chamois,2
1940,stone->diamond,1
1940,resin->wax,2
1940,composite->ink,4
1940,wood->maple,1
1940,fluid,2
1940,wood->pine,1
1940,stone->sulphur,1
1940,fibre->silk,4
1940,plant->straw,1
1940,synthetic->styrofoam,1
1940,resin->,2
1940,resin->vulcanite,1
1940,fibre->cotton - possible,4
1940,bone->horn,1
1940,synthetic->neoprene,1
1940,metal->zinc,2
1940,skin->hide,1
1940,skin->pelt,1
1940,fluid->alcohol,1
1940,paper- possible,6
1940,paper - possible,2
1940,metal - possible,1
1940,fibre - possible,2
1940,animal,1
1940,fibre->canvas - possible,2
1940,resin->tar,1
1940,metal->copper - possible,1
1940,wood - possible,2
1940,synthetic->nylon - possible,1
1940,fibre->serge,1
1940,skin->leather - possible,2
1940,fibre->wool - possible,2
1941,wood,16
1941,glass,41
1941,metal->steel,53
1941,metal->iron,4
1941,wood->,29
1941,metal->aluminum,20
1941,synthetic->elastic,4
1941,fibre,28
1941,paper->cardboard,19
1941,glass->,21
1941,metal->aluminum - possible,2
1941,paper->card stock,26
1941,metal,61
1941,synthetic,26
1941,fibre->,16
1941,synthetic->polycarbonate - possible,2
1941,resin->rubber,15
1941,metal->,22
1941,wood->pine,4
1941,metal->copper,7
1941,ceramic,3
1941,paper,105
1941,metal->brass,18
1941,synthetic->,8
1941,wood->ash,1
1941,wood->oak,1
1941,skin->leather,22
1941,skin->chamois,2
1941,fibre->velvet,2
1941,fibre->canvas,2
1941,synthetic->bakelite,12
1941,synthetic->plastic,14
1941,metal->cast-iron,1
1941,skin->leather - possible,1
1941,synthetic->leatherette,1
1941,metal->chromium,1
1941,,1
1941,fibre->felt,3
1941,skin->suede,1
1941,skin->sheep,1
1941,synthetic->vinyl,2
1941,paper->,15
1941,skin->pelt,5
1941,fibre->wool,1
1941,synthetic->carbon,1
1941,resin->,1
1941,wood->cork,2
1941,metal->nickel,2
1941,fibre->linen,7
1941,ceramic->porcelain,3
1941,resin->wax,1
1941,fluid->alcohol,1
1941,fibre->silk,1
1941,metal->brass - possible,5
1941,fibre->felt - possible,1
1941,metal->white metal,1
1941,fibre->cotton,1
1941,stone->asbestos,1
1941,metal->platinum,1
1941,synthetic->foam,1
1941,metal->silver,1
1941,fibre->canvas - possible,2
1941,synthetic->plexiglass,5
1941,synthetic->nylon - possible,2
1941,wood->pine - possible,1
1941,fibre->sisal,1
1942,wood,11
1942,metal,82
1942,skin->leather,8
1942,resin->rubber,16
1942,synthetic->plastic,12
1942,metal->,17
1942,fibre->cotton - possible,1
1942,fibre->velvet,1
1942,glass,35
1942,synthetic,42
1942,paper,155
1942,paper->,46
1942,paper->card stock,24
1942,animal->hair,1
1942,synthetic->leatherette,5
1942,wood - possible->,1
1942,metal->steel,106
1942,fibre,36
1942,metal->cast-iron,1
1942,wood->,14
1942,metal->brass,28
1942,,15
1942,metal->aluminum,13
1942,synthetic->,6
1942,wood->spruce,1
1942,wood->maple,1
1942,synthetic->plexiglass,2
1942,synthetic->polycarbonate - possible,1
1942,metal->copper,3
1942,glass->,11
1942,synthetic->bakelite,10
1942,ceramic,5
1942,metal->molybdenum,1
1942,metal->silver,1
1942,fibre->felt,3
1942,fibre->cotton,1
1942,synthetic->rayon,2
1942,synthetic->nylon,1
1942,paper->cardboard,15
1942,metal->chromium,6
1942,fibre->wool,4
1942,fluid->,1
1942,resin->wax,1
1942,fibre->linen,27
1942,metal->iron,1
1942,metal->mercury,1
1942,metal->aluminum - possible,3
1942,synthetic->vinyl,1
1942,synthetic->elastic,2
1942,fibre->,13
1942,fibre->silk,1
1942,resin,3
1942,metal->tin,1
1942,synthetic->leatherette - possible,1
1942,synthetic->carbon,2
1942,resin->,1
1942,animal->glue,2
1942,fibre->felt - possible,1
1942,fibre->linen - possible,1
1942,fluid,1
1942,composite,2
1942,metal->zinc,1
1942,metal->nickel,1
1942,stone->mica,1
1942,composite->fibreboard,1
1942,resin->rubber - possible,1
1942,synthetic->plastic - possible,1
1942,paper- possible,1
1942,paper - possible,1
1942,synthetic->acrylic,1
1942,metal->bronze,1
1942,synthetic->plexiglass - possible,1
1942,fibre->canvas,2
1943,fibre->canvas,5
1943,fibre->felt,1
1943,skin->leather,18
1943,resin->rubber,23
1943,metal,66
1943,skin->chamois,1
1943,metal->,35
1943,metal->steel,62
1943,glass,45
1943,synthetic,37
1943,paper,244
1943,fibre->,18
1943,metal->brass,23
1943,paper->card stock,29
1943,fibre,29
1943,paper->,40
1943,glass->,23
1943,wood->,19
1943,metal->aluminum,17
1943,synthetic->rayon,1
1943,fibre->silk,3
1943,synthetic->,7
1943,fibre->linen,21
1943,metal->aluminum - possible,1
1943,paper->card stock - possible,1
1943,synthetic->plexiglass - possible,2
1943,synthetic->polycarbonate - possible,1
1943,synthetic->plexiglass,3
1943,wood,10
1943,metal->copper,6
1943,synthetic->bakelite,8
1943,resin,4
1943,metal->gold,1
1943,metal->zirconium,1
1943,ceramic->porcelain,2
1943,metal->iron,4
1943,fibre->cotton,4
1943,synthetic->plastic,25
1943,wood->oak,2
1943,metal->zinc,1
1943,,7
1943,metal->stainless steel,1
1943,metal->cast-iron,3
1943,metal->silver,1
1943,ceramic->,2
1943,stone->asbestos,1
1943,metal->mercury,2
1943,fibre->velvet - possible,1
1943,synthetic->carbon,3
1943,fibre->wool,4
1943,paper->cardboard,11
1943,animal->hair,1
1943,composite->ink,6
1943,stone,1
1943,metal->tungsten,4
1943,ceramic,2
1943,paper->cardboard - possible,2
1943,synthetic->plastic - possible,3
1943,fibre->velvet,1
1943,skin->snake,1
1943,metal->nickel,1
1943,metal->chromium,1
1943,animal->shellac,1
1943,synthetic->leatherette - possible,1
1943,fibre->canvas - possible,1
1943,skin->pelt,1
1943,fibre->cotton - possible,2
1943,fibre->linen - possible,3
1943,resin->rubber - possible,2
1943,fibre->gabardine,1
1943,glass->enamel,1
1943,metal->lead,1
1943,plant->soybean,2
1943,synthetic - possible,1
1943,metal->brass - possible,2
1943,metal->steel - possible,1
1943,skin->suede,2
1944,metal,134
1944,glass,65
1944,paper,240
1944,fibre,37
1944,ceramic,9
1944,synthetic,94
1944,metal->iron,11
1944,metal->steel,62
1944,wood->,23
1944,metal->nickel,3
1944,fibre->,9
1944,metal->brass,28
1944,synthetic->bakelite - possible,1
1944,metal->aluminum,22
1944,resin->rubber,31
1944,resin->rubber - possible,2
1944,metal->cast-iron,2
1944,synthetic->plastic,18
1944,synthetic->plexiglass,2
1944,metal->,32
1944,synthetic->polycarbonate - possible,2
1944,synthetic->bakelite,12
1944,paper->,43
1944,glass->,12
1944,wood,17
1944,metal->copper,10
1944,,13
1944,metal->silver,1
1944,synthetic->,14
1944,fibre->felt,4
1944,skin->leather,19
1944,wood->oak,1
1944,fibre->cotton,7
1944,metal->chromium,1
1944,glass->enamel,1
1944,paper->card stock,17
1944,fibre->silk,3
1944,synthetic->acrylic,1
1944,synthetic->leatherette,2
1944,paper- possible->,1
1944,metal->magnesium,1
1944,synthetic->vinyl,1
1944,synthetic->neoprene,1
1944,paper->cardboard,9
1944,fibre->canvas,5
1944,fibre->wool,6
1944,fibre->canvas - possible,1
1944,composite->ink,7
1944,synthetic->carbon,1
1944,synthetic->nylon,2
1944,ceramic->,1
1944,stone->asbestos,1
1944,synthetic - possible,1
1944,skin->sheep,1
1944,fibre->linen,15
1944,fibre->jute,1
1944,fibre->twill,1
1944,metal->mercury,1
1944,ceramic->porcelain,2
1944,stone->mica,2
1944,metal->tin,1
1944,metal - possible,1
1944,skin->chamois,4
1944,skin,2
1944,resin - possible,1
1944,stone->silica,1
1944,metal->stainless steel,1
1944,fibre->felt - possible,1
1944,synthetic->plastic - possible,2
1944,fibre->linen - possible,1
1944,metal->brass - possible,1
1945,wood->pine,1
1945,metal->brass,27
1945,glass,103
1945,metal,187
1945,synthetic,93
1945,paper,122
1945,metal->iron,7
1945,metal->steel,78
1945,synthetic->bakelite,18
1945,glass->,34
1945,metal->,55
1945,paper->card stock,36
1945,synthetic->plexiglass,5
1945,skin->leather,20
1945,synthetic->plastic,25
1945,fibre,41
1945,wood,37
1945,fibre->wool,2
1945,fibre->silk - possible,5
1945,glass->enamel,6
1945,,7
1945,wood->,26
1945,synthetic->polycarbonate - possible,1
1945,resin->rubber,36
1945,synthetic->,19
1945,metal->brass - possible,6
1945,metal->aluminum - possible,10
1945,metal->aluminum,20
1945,ceramic,9
1945,metal->bronze,5
1945,metal->lead,2
1945,paper->cardboard,25
1945,resin->phenolic,1
1945,metal->chromium,12
1945,ceramic->porcelain,1
1945,metal->cast-iron,3
1945,metal->copper,11
1945,synthetic->leatherette,5
1945,synthetic->carbon,2
1945,fibre->,16
1945,fibre->velvet,2
1945,synthetic->nylon,2
1945,fibre->canvas,2
1945,synthetic->vinyl,1
1945,skin->sheep,1
1945,paper->papier-mache,1
1945,fibre->felt,3
1945,wood->hickory,1
1945,wood->hickory - possible,1
1945,wood->oak,1
1945,metal->tin,4
1945,metal->steel - possible,2
1945,metal->iron - possible,1
1945,fibre->cotton,1
1945,metal->mercury,1
1945,metal->silver,4
1945,metal->platinum,1
1945,metal->copper - possible,1
1945,metal->tin - possible,2
1945,metal->zinc,6
1945,resin,1
1945,metal->nickel,15
1945,paper->,20
1945,resin->vulcanite,2
1945,fibre->canvas - possible,1
1945,metal->stainless steel,3
1945,metal->cobalt,1
1945,wood->cork,2
1945,stone->mica,2
1945,stone->graphite,1
1945,metal->tungsten,1
1945,ceramic->,1
1945,synthetic->neoprene,1
1945,composite->fibreboard,1
1945,paper->tissue,5
1945,metal->silver - possible,1
1945,synthetic->leatherette - possible,1
1945,fibre->twill,1
1945,resin - possible->rubber - possible,1
1945,skin->sheep - possible,1
1945,fibre->felt - possible,1
1945,fibre->linen - possible,5
1945,wood->bamboo - possible,2
1945,fibre->linen,1
1945,synthetic->plastic - possible,1
1945,fibre->wool - possible,1
1945,composite->ink,1
1945,synthetic->imitation leather,2
1945,fluid,10
1946,glass,38
1946,metal,104
1946,synthetic,38
1946,paper,49
1946,skin->leather,15
1946,animal->hair,1
1946,fibre->canvas,6
1946,fibre->hemp - possible,6
1946,wood,21
1946,synthetic->nylon - possible,2
1946,wood->,19
1946,synthetic->plastic,22
1946,metal->,39
1946,synthetic->polycarbonate - possible,1
1946,resin->rubber,23
1946,synthetic->plexiglass - possible,1
1946,,6
1946,ceramic,2
1946,fibre->,11
1946,synthetic->bakelite,11
1946,fibre,27
1946,metal->steel,17
1946,fibre->cotton,2
1946,wood->poplar,1
1946,metal->aluminum - possible,3
1946,metal->iron,1
1946,metal->chromium,2
1946,resin->ebonite,1
1946,metal->aluminum,20
1946,metal->brass,11
1946,resin->,1
1946,fibre->felt,2
1946,paper->cardboard,16
1946,glass->enamel,2
1946,synthetic->,14
1946,glass->,24
1946,synthetic->leatherette,2
1946,metal->stainless steel,3
1946,metal->steel - possible,2
1946,metal->iron - possible,1
1946,skin->leather - possible,1
1946,metal->cast-iron,2
1946,glass - possible,1
1946,paper->,3
1946,metal->copper,4
1946,metal->copper - possible,1
1946,metal->white metal,1
1946,synthetic->celluloid,1
1946,resin,1
1946,synthetic->carbon,2
1946,metal->nickel,6
1946,ceramic->,1
1946,metal->tungsten,3
1946,metal->silver,1
1946,synthetic - possible,2
1946,fibre->velvet,2
1946,synthetic->plexiglass,3
1946,paper->card stock,5
1946,skin->hide,3
1946,stone->mica,1
1946,fibre->linen,2
1946,synthetic->cellulose acetate,1
1946,wood->cork,1
1946,wood - possible,1
1946,fibre->wool - possible,1
1946,fibre->wool,1
1946,metal->tin,1
1946,paper - possible->,1
1946,fibre - possible->,1
1946,glass->fibreglass - possible,1
1946,resin - possible->rubber - possible,1
1946,animal,3
1946,resin - possible,3
1946,:animal,1
1947,glass,58
1947,metal,348
1947,wood,23
1947,skin,3
1947,glass->,20
1947,metal->,31
1947,stone->mica,2
1947,ceramic->porcelain,2
1947,paper,36
1947,metal->brass,67
1947,metal->aluminum,17
1947,synthetic,60
1947,,12
1947,resin->rubber,27
1947,paper->papier-mache,3
1947,wood->oak,4
1947,metal->steel,23
1947,synthetic->plastic,21
1947,wood->plywood,1
1947,skin->leather,14
1947,fibre,26
1947,wood->,14
1947,metal->copper,4
1947,wood->birch,1
1947,metal->cast-iron,7
1947,metal->tin,1
1947,synthetic->,12
1947,fibre->,3
1947,synthetic->bakelite,10
1947,fibre->felt,5
1947,metal->aluminum - possible,2
1947,wood->walnut,1
1947,fibre->cotton,1
1947,metal->iron,7
1947,metal->stainless steel,2
1947,metal->chromium,4
1947,synthetic - possible,1
1947,synthetic->leatherette,3
1947,metal->iron - possible,1
1947,metal->steel - possible,1
1947,wood->cork,1
1947,ceramic->,1
1947,paper->cardboard,5
1947,ceramic,1
1947,fibre->oil-cloth,1
1947,wood->spruce,1
1947,synthetic->plexiglass,1
1947,composite->cement,1
1947,wood->cedar,1
1947,wood->pine,1
1947,paper->card stock,2
1947,paper->,3
1947,fluid->alcohol,2
1947,metal->silver - possible,1
1947,metal->nickel,4
1947,metal->pewter,1
1947,fibre->canvas,2
1947,paper->cardboard - possible,1
1947,metal->gold,1
1947,glass->enamel,1
1947,animal->hair,1
1947,metal->tin - possible,1
1947,resin - possible->rubber - possible,1
1947,fibre->cotton - possible,1
1947,resin->rubber - possible,2
1948,metal->cast-iron,6
1948,metal->steel,28
1948,metal,89
1948,synthetic,57
1948,glass,42
1948,paper,59
1948,metal->aluminum,16
1948,resin->rubber,27
1948,,10
1948,metal->brass,20
1948,metal->bronze,1
1948,synthetic->plastic,27
1948,metal->,48
1948,glass->,29
1948,synthetic->bakelite,19
1948,ceramic,6
1948,wood->,18
1948,wood,14
1948,fibre,34
1948,resin->rubber - possible,1
1948,metal->iron,6
1948,skin->leather,19
1948,metal->chromium,2
1948,wood->ash,1
1948,fibre->canvas,3
1948,metal->copper,10
1948,wood->oak,2
1948,resin,2
1948,ceramic->,1
1948,fibre->,9
1948,fibre->cotton,2
1948,paper->,2
1948,skin,1
1948,synthetic->leatherette,4
1948,synthetic->vinyl,3
1948,metal->stainless steel,3
1948,metal->nickel,3
1948,fibre->felt,5
1948,synthetic->,13
1948,paper->card stock,20
1948,metal->aluminum - possible,2
1948,paper->cardboard,4
1948,stone->mica,1
1948,ceramic->porcelain,5
1948,resin->wax,3
1948,synthetic->bakelite - possible,1
1948,stone->quartz,1
1948,animal->hair,1
1948,metal->white metal,2
1948,metal->copper - possible,1
1948,stone->asbestos,1
1948,wood->cork,1
1948,synthetic->plexiglass,1
1948,synthetic->foam,1
1948,synthetic->nylon,1
1948,metal->zinc,3
1948,fibre->cotton - possible,3
1948,metal->gold,1
1948,glass->enamel,2
1948,synthetic - possible->,1
1948,resin - possible->rubber - possible,1
1948,synthetic - possible,1
1948,metal->brass - possible,1
1949,metal,96
1949,metal->iron,6
1949,metal->nickel,2
1949,wood->,16
1949,metal->steel,56
1949,metal->chromium - possible,1
1949,metal->brass,29
1949,metal->aluminum,15
1949,resin->rubber,21
1949,synthetic->plexiglass,3
1949,fibre->canvas - possible,1
1949,synthetic->nylon - possible,1
1949,synthetic->plastic,15
1949,synthetic->lucite - possible,1
1949,metal->,28
1949,synthetic->polycarbonate - possible,1
1949,wood->oak,3
1949,skin->leather,13
1949,synthetic->elastic,2
1949,fibre - possible,2
1949,glass,42
1949,paper,48
1949,,3
1949,fibre->,2
1949,wood,23
1949,synthetic->bakelite,8
1949,synthetic,38
1949,metal->chromium,8
1949,fibre,18
1949,glass->,31
1949,fibre->cotton,5
1949,paper->cardboard,7
1949,synthetic->leatherette,2
1949,synthetic->vinyl,2
1949,metal->cast-iron,2
1949,fibre->canvas,2
1949,synthetic->,8
1949,fibre->felt,2
1949,resin->vulcanite,1
1949,ceramic->,1
1949,metal->steel - possible,1
1949,metal->mercury,7
1949,fluid->alcohol,3
1949,metal->mercury - possible,1
1949,paper->,15
1949,paper->card stock,6
1949,synthetic->nylon,1
1949,stone->mica,1
1949,metal->copper,10
1949,wood->mahogany,1
1949,wood->cork,1
1949,metal->aluminum - possible,1
1949,resin,1
1949,ceramic,1
1949,ceramic->porcelain,4
1949,synthetic - possible,2
1949,synthetic->celluloid,1
1949,skin->sheep,1
1949,synthetic->polystyrene,1
1949,resin->rubber - possible,1
1949,fibre->linen,2
1949,fibre->velvet - possible,1
1949,stone->silica,1
1949,fibre->flannel,1
1949,metal->stainless steel,6
1949,metal->stainless steel - possible,1
1949,resin - possible->rubber - possible,7
1949,glass->enamel,2
1949,composite->ink,8
1949,fluid->water,1
1950,glass,373
1950,metal,732
1950,synthetic,411
1950,paper,160
1950,metal->steel,254
1950,metal->silver,2
1950,stone->marble,2
1950,fibre->felt,12
1950,wood,121
1950,,84
1950,metal->,215
1950,skin->leather,88
1950,resin->rubber,121
1950,paper->cardboard,76
1950,metal->aluminum,93
1950,metal->iron,42
1950,fibre,62
1950,synthetic->,96
1950,metal->lead,5
1950,wood->cork,4
1950,wood->,84
1950,ceramic,20
1950,metal->chromium - possible,7
1950,fibre->,32
1950,metal->copper - possible,1
1950,stone->asbestos - possible,1
1950,metal->brass,69
1950,metal->cast-iron,15
1950,metal->bronze,5
1950,metal->copper,21
1950,metal->chromium,22
1950,glass->,104
1950,fibre->velvet,8
1950,synthetic->plastic,126
1950,synthetic->polyethylene,2
1950,synthetic->PVC (polyvinylchloride),1
1950,synthetic->neoprene,3
1950,fibre->cotton,21
1950,synthetic->bakelite,59
1950,metal->tungsten,2
1950,metal->stainless steel,10
1950,paper - possible->,2
1950,fibre - possible->,2
1950,paper->glassine,2
1950,synthetic->leatherette,12
1950,wood->birch,1
1950,resin->,1
1950,fibre->silk,2
1950,resin->gutta-percha,2
1950,paper->,25
1950,stone->silica,1
1950,stone->quartz,3
1950,synthetic->dacron - possible,1
1950,stone->asbestos,8
1950,wood->cedar,1
1950,metal->aluminum - possible,7
1950,synthetic->plexiglass,2
1950,metal->magnesium,1
1950,metal->titanium,1
1950,fibre->jute,2
1950,fibre->hemp,1
1950,metal->white metal,2
1950,metal->nickel - possible,3
1950,fibre->canvas,8
1950,synthetic->vinyl,16
1950,glass->enamel,17
1950,skin,1
1950,metal->tin,7
1950,animal->hair,3
1950,paper->card stock,21
1950,resin,5
1950,synthetic - possible,3
1950,wood->oak,2
1950,ceramic->porcelain,5
1950,resin->wax,1
1950,resin->rubber - possible,4
1950,synthetic->imitation leather,1
1950,glass - possible,1
1950,synthetic->bakelite - possible,5
1950,wood->walnut - possible,1
1950,metal->brass - possible,2
1950,glass->fibreglass,4
1950,synthetic->nylon,2
1950,metal->iron - possible,7
1950,synthetic->plastic - possible,2
1950,synthetic->celluloid,2
1950,paper- possible,1
1950,fibre->wool,2
1950,synthetic->nylon - possible,1
1950,metal->mercury,7
1950,metal->thallium,1
1950,fluid->alcohol,3
1950,metal->mercury - possible,1
1950,skin->pelt,2
1950,fluid,5
1950,wood->hickory,1
1950,resin->vulcanite,1
1950,metal->duralumin,2
1950,animal->intestine,1
1950,metal->nickel,7
1950,wood->mahogany,1
1950,metal->dumet,1
1950,metal->molybdenum,1
1950,skin->suede,1
1950,synthetic->elastic,1
1950,glass - possible->,1
1950,synthetic->foam,1
1950,stone->opal,1
1950,ceramic->,2
1950,metal->tin - possible,2
1950,metal->nickel-silver,1
1950,composite->ink,8
1950,fibre->linen,1
1950,synthetic->polyester,1
1950,metal->zinc,3
1950,stone->,2
1950,resin - possible->rubber - possible,2
1950,stone - possible->asbestos - possible,1
1950,fibre->cotton - possible,3
1950,paper->card stock - possible,2
1950,paper->wax paper,15
1950,metal->steel - possible,3
1950,fibre->gabardine,2
1950,metal->gold,5
1950,stone,9
1950,fibre->felt - possible,3
1950,metal - possible,3
1950,skin - possible->leather - possible,2
1950,metal - possible->,1
1950,synthetic->celluloid - possible,1
1950,synthetic->acrylic,1
1950,composite,1
1950,ceramic - possible,1
1951,metal->,29
1951,synthetic->plexiglass,1
1951,wood,6
1951,fibre->,4
1951,synthetic->plastic,22
1951,resin->wax,1
1951,,7
1951,metal->bronze,1
1951,metal->brass,15
1951,wood->birch,1
1951,metal->copper,2
1951,fibre,14
1951,metal,65
1951,glass,31
1951,wood->oak,1
1951,metal->steel,15
1951,synthetic->bakelite,14
1951,wood->,4
1951,synthetic,30
1951,paper->,3
1951,synthetic->imitation leather,1
1951,metal->aluminum,15
1951,resin->rubber,39
1951,metal->chromium,4
1951,glass->,24
1951,synthetic->,5
1951,paper,17
1951,metal->cast-iron,1
1951,fibre->cotton,3
1951,stone->mica,1
1951,synthetic->polyester,1
1951,fibre->silk,2
1951,synthetic->acrylic,1
1951,resin->ebonite,1
1951,synthetic->leatherette,7
1951,skin->leather,11
1951,synthetic->vinyl,5
1951,paper->cardboard,7
1951,metal->nickel,2
1951,metal->iron,5
1951,glass->fibreglass,1
1951,metal->iron - possible,1
1951,fluid->alcohol,4
1951,metal->mercury,4
1951,metal->mercury - possible,2
1951,resin,1
1951,stone->slate,1
1951,metal->aluminum - possible,7
1951,skin->hide,1
1951,paper->card stock,3
1951,skin - possible->leather - possible,2
1951,fibre - possible,1
1951,synthetic->polyethylene,1
1951,metal->stainless steel - possible,2
1951,wood->cork,2
1951,synthetic->cellulose,3
1951,metal->stainless steel,4
1951,skin->leather - possible,1
1951,fibre->velvet - possible,1
1951,wood - possible->,1
1951,synthetic->vinyl - possible,1
1951,synthetic - possible,1
1952,metal->steel,31
1952,metal->aluminum - possible,7
1952,resin->rubber,37
1952,synthetic->plastic,24
1952,fibre->,9
1952,synthetic->plastic - possible,2
1952,paper->cardboard,10
1952,fibre,10
1952,metal->brass,16
1952,skin->leather,27
1952,metal->,81
1952,synthetic->polycarbonate - possible,1
1952,wood->,20
1952,stone->asbestos,2
1952,ceramic - possible,2
1952,metal,76
1952,metal->mercury,1
1952,synthetic->leatherette,5
1952,glass,61
1952,synthetic,42
1952,synthetic->,37
1952,,5
1952,metal->aluminum,16
1952,metal->copper,1
1952,paper->,7
1952,composite->ink,1
1952,paper,26
1952,wood->walnut,1
1952,metal->iron,2
1952,glass->,29
1952,synthetic->bakelite,27
1952,synthetic->polyester,2
1952,resin,2
1952,wood,16
1952,metal->chromium,4
1952,fibre->twill,1
1952,metal->bronze,4
1952,metal->cast-iron,3
1952,fibre->velvet,1
1952,composite->fibreboard,1
1952,animal - possible->,1
1952,synthetic->vinyl,4
1952,metal->chromium - possible,1
1952,fibre->felt,3
1952,synthetic->plexiglass,2
1952,metal->nickel - possible,6
1952,metal->brass - possible,5
1952,fibre->canvas,1
1952,synthetic->foam,1
1952,metal->steel - possible,1
1952,metal->bronze - possible,1
1952,synthetic->carbon,1
1952,synthetic->bakelite - possible,1
1952,glass->enamel,3
1952,synthetic->plexiglass - possible,1
1952,resin->rubber - possible,1
1952,paper->card stock,10
1952,ceramic,3
1952,ceramic->porcelain,1
1952,fibre->cotton,1
1952,ceramic->plaster,1
1952,resin - possible->rubber - possible,1
1952,metal->pewter,1
1952,fibre->linen,1
1952,stone->sapphire,1
1952,fibre->silk,1
1952,synthetic->nylon,1
1952,stone->silica,1
1952,metal->stainless steel - possible,1
1952,fluid->alcohol,1
1952,ceramic->,1
1952,stone->asbestos - possible,1
1952,skin->pelt,1
1952,animal->hair,1
1952,resin - possible,1
1953,,7
1953,metal->aluminum,13
1953,wood->pine,2
1953,glass,19
1953,metal,113
1953,synthetic,82
1953,paper,23
1953,fibre->,10
1953,metal->,38
1953,skin->leather,11
1953,synthetic->plastic,87
1953,paper->card stock,8
1953,metal->aluminum - possible,6
1953,synthetic->polycarbonate - possible,1
1953,resin->rubber,10
1953,wood->,15
1953,metal->nickel,1
1953,fibre,57
1953,synthetic->,13
1953,paper->cardboard,10
1953,ceramic,1
1953,metal->steel,39
1953,metal->brass,76
1953,wood,15
1953,metal->copper,2
1953,synthetic->bakelite,6
1953,synthetic->carbon,1
1953,wood->mahogany,1
1953,plant,1
1953,glass->,18
1953,synthetic->leatherette,2
1953,synthetic->vinyl,4
1953,glass->enamel,3
1953,fibre->velvet - possible,1
1953,fibre->wool,4
1953,synthetic->rayon - possible,1
1953,fluid->,1
1953,resin->vulcanite,1
1953,metal->chromium,1
1953,metal->iron,2
1953,metal->vitallium,2
1953,metal->nickel-steel,2
1953,metal->stainless steel,2
1953,ceramic->steelite,1
1953,ceramic->,2
1953,metal->mercury,2
1953,fibre->velvet,4
1953,metal->gold,5
1953,fibre->silk,5
1953,paper->,13
1953,synthetic->nylon,4
1953,synthetic->elastic,3
1953,paper->tissue,2
1953,fibre->cotton,2
1953,fibre->linen,1
1953,glass->enamel - possible,26
1953,synthetic - possible,2
1953,stone->asbestos,1
1953,metal - possible->,1
1953,glass - possible->enamel - possible,1
1953,fibre->felt - possible,1
