Date,Material,Count
1101,metal->bronze,2
1401,metal->iron,2
1401,metal->brass,1
1401,metal->bronze,2
1499,metal->iron,1
1500,metal->bronze,1
1500,metal->iron,1
1500,wood,1
1501,metal->iron,7
1501,metal->bronze,3
1600,metal,1
1601,wood,1
1601,metal->iron,8
1601,metal->bronze,8
1601,wood->,1
1650,wood->pear,1
1650,metal->brass,1
1675,metal->brass,2
1675,glass,1
1675,wood->mahogany,1
1700,wood->,2
1700,metal->brass,3
1700,metal->iron,1
1700,metal,1
1700,ceramic->porcelain - possible,1
1700,metal->pewter,2
1700,metal->steel,1
1700,metal->,1
1700,skin->leather,1
1700,ceramic->pottery,2
1701,metal->iron,15
1701,wood,7
1701,metal->bronze,13
1701,metal,2
1701,metal->brass,1
1701,wood->,3
1711,paper,1
1719,metal->brass,1
1719,wood,1
1719,fibre,1
1725,wood,1
1725,metal,1
1725,glass,1
1725,wood->mahogany,1
1725,wood->boxwood,1
1736,metal,1
1736,glass,1
1740,metal->brass,1
1740,metal->lead,2
1740,metal->iron - possible,2
1740,wood,2
1740,glass,1
1740,metal->brass - possible,1
1740,metal,3
1750,wood->,1
1750,glass->,1
1750,fibre->felt,1
1750,ceramic->pottery,1
1750,wood,2
1750,metal,1
1757,paper,1
1765,stone->limestone,1
1765,wood,1
1765,metal,1
1766,wood->mahogany,1
1766,wood->boxwood,1
1766,metal->brass,1
1766,glass->,1
1766,bone->ivory,1
1770,wood->,1
1770,metal->steel,1
1770,metal->brass,1
1775,wood,2
1775,metal,2
1775,glass,1
1775,metal->brass,1
1780,metal->steel,1
1780,metal->,1
1780,metal->brass,2
1780,wood,2
1780,wood->mahogany,1
1780,fibre->velvet,1
1783,wood->,2
1783,metal->steel - possible,2
1790,metal->brass,1
1790,glass->,1
1790,bone->ivory,1
1795,paper->cardboard,1
1795,synthetic->plastic,1
1795,metal->brass,5
1796,metal->brass,3
1799,wood->,1
1799,metal->brass,1
1799,bone->ivory,1
1800,wood->,11
1800,skin->leather,3
1800,metal,6
1800,metal->brass,10
1800,metal->cast-iron,4
1800,wood,9
1800,metal->silver,1
1800,shell->turtle,1
1800,paper->,7
1800,glass->enamel,1
1800,metal->steel,7
1800,wood->walnut,1
1800,stone->marble,1
1800,glass,16
1800,synthetic,2
1800,metal->iron,4
1800,resin->rubber,1
1800,ceramic->porcelain,1
1800,resin->ebonite,1
1800,metal->bronze,1
1800,metal->steel - possible,4
1800,metal->,6
1800,bone->ivory,1
1800,metal->pewter,3
1800,glass->,1
1800,wood->mahogany,3
1800,fibre->silk,1
1800,paper,3
1800,fibre,3
1800,metal->stainless steel,1
1800,wood->maple - possible,1
1800,composite->ink,2
1800,skin->lizard,1
1800,skin->snake,1
1800,wood->ebony - possible,2
1800,bone,3
1800,fibre - possible->linen - possible,1
1800,fibre - possible,1
1800,metal->nickel - possible,3
1800,metal->brass - possible,1
1800,fibre->canvas - possible,1
1800,fibre->felt - possible,1
1800,fibre->wool - possible,1
1800,fibre->velvet,1
1800,fibre->cotton - possible,1
1800,wood->hickory - possible,1
1800,stone,1
1800,stone->,1
1800,metal->bronze - possible,1
1801,wood,14
1801,glass,1
1801,metal->iron,19
1801,metal->brass,15
1801,wood->,10
1801,metal->steel,2
1801,metal->bronze,1
1801,metal,8
1801,wood->rosewood,2
1801,paper->,1
1801,composite->ink,1
1804,wood,2
1804,metal,1
1805,wood,1
1805,metal,1
1805,fibre,1
1806,wood,1
1806,metal,1
1809,metal,1
1810,metal->iron,1
1810,wood,2
1810,paper->,1
1810,composite->ink,1
1810,metal->brass,1
1810,metal->silver,1
1810,glass->,1
1810,animal->hair,1
1813,metal,1
1813,glass,1
1814,metal->bronze,1
1814,fibre->silk,1
1814,metal->steel,1
1818,wood->,2
1818,metal->iron,1
1818,metal->,1
1818,skin->leather,1
1819,paper,30
1819,wood,9
1819,metal,10
1819,glass,4
1819,synthetic,2
1820,wood->,4
1820,metal->iron,3
1820,metal->brass,16
1820,glass->,3
1820,fibre->velvet,1
1820,wood->pine,1
1820,glass,6
1820,metal,2
1820,metal->,1
1820,skin->leather - possible,1
1820,wood->mahogany,2
1820,fibre->felt,1
1820,metal->steel,1
1820,bone->ivory,1
1820,stone - possible->mica - possible,1
1820,fibre->,1
1820,paper->card stock,1
1821,paper,1
1821,metal->cast-iron,1
1821,wood->,1
1821,metal->brass,1
1821,glass,1
1821,metal,1
1822,metal->steel,1
1822,glass,1
1823,metal,1
1823,metal->iron,1
1823,wood,1
1824,ceramic->,1
1824,metal->lead,1
1824,metal,1
1825,,2
1825,wood->,2
1825,metal->brass,8
1825,wood->hickory,1
1825,metal,5
1825,fibre->,1
1825,fibre->silk,1
1825,wood,1
1825,glass->,1
1825,skin->chamois,1
1825,metal->copper,1
1825,metal->steel,1
1825,fibre->velvet,4
1825,wood->mahogany,1
1825,metal->pewter,1
1825,wood->ebony - possible,7
1825,metal->steel - possible,12
1825,resin->gutta-percha - possible,1
1825,synthetic->French ivory,1
1825,fibre,2
1825,fibre->silk - possible,1
1825,resin->wax,1
1825,metal->,1
1825,metal->nickel - possible,1
1825,synthetic->celluloid - possible,1
1825,wood->walnut,2
1825,paper,2
1825,wood->pine - possible,1
1826,metal->,7
1826,wood->hickory,7
1826,metal,10
1827,metal->cast-iron,1
1827,metal->steel,1
1829,wood->,4
1829,metal->iron,1
1829,metal,2
1829,wood,7
1829,fibre,2
1829,synthetic,1
1829,glass,1
1829,bone - possible,1
1829,metal->brass,11
1829,synthetic - possible->,1
1829,bone - possible->ivory - possible,1
1829,glass->,1
1829,metal->mercury,1
1829,metal->brass - possible,1
1829,metal->,2
1829,fibre->velvet,1
1829,synthetic->ivoride - possible,1
1829,wood->boxwood,1
1829,wood->apple - possible,1
1830,,1
1830,wood,1
1830,metal,2
1830,metal->brass,9
1830,wood->walnut,1
1830,glass,8
1830,wood->beech,8
1830,metal->steel,14
1830,wood->beech - possible,1
1830,metal->iron,5
1830,wood->,9
1830,wood->oak,1
1830,glass->,2
1830,wood->ebony,1
1830,wood->mahogany,2
1830,fibre->velvet,1
1830,wood->cedar,1
1830,resin->rubber,1
1830,metal->silver,1
1830,ceramic->porcelain,1
1830,metal->pewter,1
1830,metal->,4
1830,metal->steel - possible,1
1830,fibre->wool - possible,1
1830,fibre->,1
1830,paper,1
1830,metal->silver - possible,3
1830,skin->leather,2
1830,paper->,1
1830,fibre->velvet - possible,2
1830,->,1
1831,wood->maple,1
1831,metal->steel,1
1831,metal->,2
1831,metal->mercury,1
1831,glass->,1
1831,fibre->cotton - possible,1
1831,bone->ivory,1
1831,wood->,1
1831,skin->leather,1
1831,fibre->silk,1
1831,fibre - possible,1
1832,metal->brass,2
1832,wood->mahogany,1
1832,glass->,1
1832,bone->ivory,1
1833,paper->,1
1833,skin->leather,2
1833,wood->,1
1833,metal->steel,1
1834,metal->cast-iron,1
1834,wood,1
1834,metal,1
1834,fibre,1
1834,metal->brass,1
1834,glass,1
1835,metal->steel,1
1835,wood,2
1835,metal,1
1835,glass,1
1835,metal->iron,1
1835,wood->lignum vitae,1
1837,metal->cast-iron,1
1837,wood->,1
1837,skin->leather,1
1837,metal->brass,5
1837,metal->steel,1
1837,wood,1
1837,paper,1
1837,fibre,1
1837,metal,1
1838,metal->,2
1838,wood->,1
1838,resin->rubber,2
1838,metal->iron,1
1839,metal->copper,6
1839,metal->silver,2
1839,metal->tin,3
1839,metal->brass,5
1839,skin->leather,4
1839,glass->,5
1839,paper->,3
1839,fibre->satin,2
1839,fibre->velvet,2
1839,metal->mercury,1
1839,glass,1
1839,synthetic,1
1839,paper->papier-mache,1
1839,wood,4
1839,fibre,1
1839,wood->,3
1839,wood->boxwood,4
1839,metal->steel - possible,1
1839,metal,4
1839,wood->beech,1
1839,metal->,1
1840,wood,23
1840,metal,36
1840,fibre,4
1840,glass,3
1840,skin,1
1840,metal->iron,4
1840,metal->cast-iron,3
1840,wood->,11
1840,metal->tin,2
1840,metal->brass,18
1840,glass->,3
1840,synthetic->,1
1840,fibre->velvet,6
1840,bone->ivory,15
1840,metal->steel,7
1840,fibre->canvas,1
1840,skin->leather,4
1840,wood->ash,1
1840,metal->iron - possible,4
1840,wood->mahogany - possible,1
1840,metal->nickel-silver,1
1840,wood->mahogany,5
1840,metal->copper,1
1840,metal->mercury,1
1840,metal->silver,1
1840,resin->vulcanite,1
1840,bone - possible->ivory - possible,6
1840,synthetic,7
1840,stone - possible->mica - possible,1
1840,wood->ebony,1
1840,ceramic,2
1840,paper,5
1840,metal->,1
1840,metal->lead,9
1840,wood->pine,4
1841,metal->brass,2
1841,metal->white metal,1
1841,synthetic->celluloid,1
1841,metal->steel,1
1841,bone->ivory,1
1841,skin->leather,1
1841,fibre,1
1842,stone->granulite,1
1842,wood,1
1842,metal,4
1842,metal->cast-iron,1
1842,paper,1
1842,wood->,1
1842,metal->iron,2
1842,metal->brass,27
1842,glass,12
1842,fibre->,1
1842,wood->rosewood,1
1842,wood->mahogany,2
1842,skin->leather,2
1842,fibre->velvet,1
1843,wood->,1
1843,metal->iron,2
1843,metal->brass,2
1843,wood,1
1843,glass,1
1844,metal,25
1844,wood,6
1844,metal->brass,14
1844,metal->aluminum,1
1844,fibre,2
1844,paper,2
1844,metal->,1
1844,fibre->felt,1
1844,synthetic,3
1844,metal->cast-iron,6
1844,wood->walnut,1
1844,glass,2
1845,wood,9
1845,,1
1845,metal->,1
1845,wood->oak,1
1845,metal->brass,2
1845,glass->,1
1845,wood->mahogany,1
1845,fibre,1
1845,metal->copper,1
1845,metal->tin,1
1845,metal->zinc,1
1845,metal->gold,1
1845,wood->,2
1845,fibre->cotton,1
1845,fibre->felt,2
1845,animal->hair,1
1845,metal->steel - possible,5
1845,metal->steel,2
1845,metal,2
1846,metal->iron,1
1846,wood->cedar,1
1846,metal,1
1847,metal,1
1847,metal->brass,3
1847,glass->,1
1847,wood->,1
1847,fibre->velvet,1
1847,paper,1
1847,glass,1
1847,wood->mahogany,1
1848,metal->brass,3
1848,resin->ebonite,3
1848,wood,1
1848,wood->,1
1848,resin->rubber,1
1848,paper,1
1848,fibre,1
1849,metal->brass,3
1849,stone->granite,1
1849,wood,1
1849,paper,1
1849,fibre,1
1849,wood->mahogany,2
1849,skin->leather,1
1850,stone->,2
1850,metal->lead,2
1850,metal->iron,11
1850,stone,3
1850,metal->brass,47
1850,wood,29
1850,glass,29
1850,,14
1850,wood->,24
1850,metal->cast-iron,7
1850,metal->steel,21
1850,glass->,22
1850,fibre->cotton,3
1850,metal,37
1850,paper,20
1850,synthetic,8
1850,metal->gold,1
1850,wood->rosewood,1
1850,bone->ivory,6
1850,metal->,11
1850,fibre->,2
1850,skin->chamois,2
1850,skin->leather,14
1850,paper->cardboard,3
1850,ceramic->porcelain - possible,1
1850,ceramic->pottery - possible,1
1850,metal->tin,3
1850,stone->limestone,1
1850,fibre->felt,1
1850,synthetic->bakelite,1
1850,fibre,11
1850,metal->copper,5
1850,fibre->velvet,7
1850,wood->oak,1
1850,wood->mahogany - possible,1
1850,metal->brass - possible,3
1850,paper->,3
1850,synthetic->plastic,1
1850,wood->pine,3
1850,wood->ash,1
1850,wood->mahogany,5
1850,metal->silver,3
1850,bone,1
1850,metal->stainless steel,2
1850,wood->ebony,5
1850,bone->,1
1850,stone->mica,1
1850,resin->wax,1
1850,metal->bronze,1
1850,metal->mercury,3
1850,synthetic->,1
1850,bone->horn,1
1850,ceramic,1
1850,ceramic->earthenware,1
1850,resin->vulcanite,1
1850,shell,1
1850,wood->cork,3
1850,wood->ebony - possible,5
1850,resin->rubber,1
1850,fibre->cotton - possible,1
1850,paper - possible->,1
1850,fibre - possible->,1
1850,skin->leather - possible,1
1850,synthetic->French ivory,1
1850,fibre->velvet - possible,1
1850,metal->steel - possible,1
1850,wood->rosewood - possible,1
1850,metal->tin - possible,1
1850,metal->antimony,1
1851,paper->,1
1851,skin->leather,1
1851,metal->cast-iron - possible,1
1851,metal->steel,1
1851,paper,1
1851,fibre,2
1851,glass->,1
1851,metal->mercury,1
1851,metal,1
1851,synthetic,1
1851,resin->rubber,2
1851,synthetic->,1
1851,metal->brass,3
1851,synthetic->French ivory,1
1851,metal->steel - possible,1
1851,wood->beech - possible,1
1851,wood,1
1851,wood->,1
1851,metal->,1
1851,wood->boxwood,1
1852,metal->brass,6
1852,wood,1
1852,metal->steel,1
1852,metal->copper,1
1852,paper->card stock,1
1852,resin->rubber,1
1852,metal->cast-iron,1
1852,wood->,2
1852,metal->iron,1
1852,skin->leather,1
1852,metal,1
1853,paper->,2
1853,composite->ink,1
1853,metal->lead,1
1853,wood,8
1853,synthetic,7
1853,metal,7
1853,metal->brass,5
1853,skin->leather,2
1853,metal->silver,1
1853,synthetic->,1
1853,wood->,1
1853,wood->mahogany,1
1853,paper->cardboard,1
1853,glass,1
1853,,1
1854,paper->,1
1854,composite->ink,1
1854,wood->,3
1854,metal->brass,1
1854,wood,8
1854,metal,7
1854,fibre,2
1854,paper,2
1854,metal->cast-iron,1
1854,metal->steel,1
1854,metal->iron,2
1854,paper->papier-mache,1
1854,fibre->velvet,1
1854,metal->copper,1
1854,glass,1
1854,,4
1855,paper,3
1855,wood->,5
1855,metal->steel,5
1855,metal->brass,4
1855,wood->cherry,1
1855,metal->iron,6
1855,metal->,5
1855,skin->leather,4
1855,glass->enamel,6
1855,glass->,4
1855,paper->,1
1855,fibre->velvet,1
1855,metal->tin,2
1855,metal->brass - possible,2
1855,paper->cardboard,4
1855,fibre->velvet - possible,2
1855,metal,2
1855,wood,1
1855,wood->mahogany - possible,1
1855,bone->ivory,1
1855,metal->mercury,1
1855,resin->rubber,1
1855,synthetic->bakelite,2
1855,synthetic->,1
1855,fibre->,1
1855,bone - possible->ivory - possible,1
1855,glass,1
1856,fibre->wool - possible,1
1856,fibre->cotton,1
1856,skin->leather,2
1856,metal,1
1856,metal->copper,4
1856,resin->gutta-percha,1
1856,metal->cast-iron,1
1856,metal->brass,13
1856,metal->steel,1
1856,wood->,4
1856,fibre->canvas,1
1856,glass->,8
1856,fibre->velvet,2
1856,fibre->satin,1
1856,wood->cork,1
1856,synthetic->,1
1856,paper->cardboard,8
1856,fibre,8
1856,->,12
1856,glass - possible,1
1856,metal->brass - possible,2
1856,synthetic,3
1857,paper,10
1857,wood,1
1857,glass,4
1857,metal,1
1857,metal->brass - possible,1
1857,synthetic->leatherette,1
1857,wood->,3
1857,metal->brass,9
1857,glass->,3
1857,bone->ivory,1
1857,metal->steel,1
1857,skin->leather,1
1857,paper->cardboard,3
1857,paper->,8
1857,composite->ink,8
1857,metal->copper,1
1858,paper->,2
1858,composite->ink,1
1858,metal->copper,3
1858,metal->brass,7
1858,resin->gutta-percha,3
1858,metal,2
1858,fibre,4
1858,synthetic,1
1858,wood,3
1858,glass,4
1858,stone->granite,1
1858,wood->,5
1858,metal->steel,5
1858,metal->silver,2
1858,metal->nickel,1
1858,paper,1
1858,fluid,1
1858,paper->cardboard,2
1858,metal->iron,1
1858,wood->maple,1
1858,stone->soapstone,1
1858,metal->iron - possible,1
1859,paper->,2
1859,composite->ink,2
1859,wood,16
1859,metal,7
1859,glass,1
1859,metal->brass,2
1859,metal->steel,2
1859,paper,2
1859,wood->,1
1859,metal->steel - possible,1
1859,wood->beech - possible,3
1860,wood->,25
1860,metal->steel,19
1860,metal->iron,12
1860,skin->leather,5
1860,metal,20
1860,wood,56
1860,metal->cast-iron,5
1860,metal->,4
1860,metal->brass,36
1860,metal->copper,3
1860,wood->ebony,3
1860,wood->mahogany - possible,1
1860,fibre->velvet,1
1860,bone->ivory,3
1860,metal->silver,7
1860,glass->,5
1860,metal->lead,1
1860,fibre->cotton,2
1860,synthetic,3
1860,wood->cork,1
1860,,5
1860,synthetic->plastic,1
1860,resin->rubber,2
1860,wood->mahogany,6
1860,glass,8
1860,metal->tin,2
1860,wood->oak,1
1860,metal->iron - possible,1
1860,synthetic->celluloid,1
1860,metal->wrought iron,1
1860,paper,13
1860,wood->basswood,1
1860,synthetic->,1
1860,fibre->,1
1860,resin->gutta-percha,1
1860,wood - possible,1
1860,fibre,1
1860,wood->boxwood,1
1860,metal->brass - possible,1
1860,wood->pine,1
1860,bone,1
1860,wood->maple,1
1860,ceramic->earthenware,1
1861,metal->brass,4
1861,wood->,3
1861,metal->steel,2
1861,metal,3
1861,glass,3
1861,wood,6
1861,paper,1
1861,metal->steel - possible,2
1861,wood->pine,1
1861,metal->tin,1
1861,metal->zinc,1
1861,metal->,1
1861,skin->leather,1
1862,metal->brass,1
1862,skin->leather,2
1862,wood,26
1862,metal,10
1862,wood->walnut - possible,1
1862,metal->nickel,1
1862,paper,4
1862,metal->steel,2
1862,wood->,1
1862,fibre->cotton,1
1862,wood->oak,1
1862,wood->pine,2
1862,wood->basswood,1
1862,fibre,1
1862,glass,3
1863,paper->,3
1863,composite->ink,3
1863,paper,3
1863,,1
1863,metal,1
1863,wood,3
1863,metal->cast-iron,1
1863,stone->mica,1
1863,stone->asbestos,1
1863,ceramic,1
1863,metal->steel - possible,2
1863,metal->,2
1863,metal->steel,1
1863,wood->,2
1863,wood->boxwood,1
1863,skin->leather,1
1864,metal->nickel,1
1864,glass,5
1864,wood,67
1864,metal,8
1864,paper,5
1864,,1
1864,fibre->canvas,1
1864,glass->,1
1864,metal->brass,6
1864,wood->,2
1864,skin->leather,3
1864,paper->,1
1864,composite->ink,1
1864,wood->mahogany - possible,1
1864,fibre->velvet,3
1864,metal->,9
1864,stone->mica,1
1864,resin->gutta-percha - possible,9
1864,fibre->cotton - possible,1
1864,animal - possible,1
1864,bone - possible->,1
1864,metal->steel - possible,1
1865,wood,3
1865,metal,3
1865,glass,18
1865,paper,15
1865,fibre,2
1865,metal->brass,1
1865,synthetic,1
1865,wood->,1
1865,metal->steel - possible,1
1866,metal->iron - possible,1
1866,metal->brass,4
1866,resin->rubber - possible,1
1866,wood->oak - possible,1
1866,wood,2
1866,wood->,2
1866,metal->copper,3
1866,wood->cedar,1
1866,metal->iron,2
1866,resin->gutta-percha,1
1866,fibre->hemp,1
1866,metal->steel,1
1866,metal->cast-iron,1
1866,paper,12
1866,fibre,2
1866,metal,1
1866,glass,12
1867,wood,11
1867,metal,9
1867,paper,21
1867,fibre->wool,2
1867,metal->steel,4
1867,wood->,6
1867,metal->iron,4
1867,skin->leather,1
1867,animal->hair - possible,1
1867,metal->,1
1867,fibre->,2
1867,resin->gutta-percha,1
1867,metal->cast-iron,1
1867,glass,51
1867,metal->brass,7
1867,wood->mahogany,1
1867,glass->,2
1867,bone->ivory,1
1867,paper->cardboard,5
1867,synthetic->,2
1867,metal->brass - possible,1
1867,resin->rubber - possible,1
1867,stone->slate,1
1867,metal->gold - possible,1
1867,fibre->sisal,1
1868,paper,17
1868,metal->iron,2
1868,metal->brass,2
1868,wood,11
1868,wood->,2
1868,skin->leather,2
1868,bone->ivory,1
1868,metal->lead,1
1868,glass,15
1868,fibre,1
1868,metal,1
1868,metal->cast-iron,8
1868,metal->steel,7
1868,,1
1868,metal->nickel,1
1868,paper->,1
1868,composite->ink,1
1868,metal->steel - possible,5
1869,metal->brass,8
1869,wood,5
1869,metal,5
1869,metal->cast-iron,4
1869,metal->copper,3
1869,paper,22
1869,wood->,7
1869,skin->leather,3
1869,fibre,1
1869,metal->steel,2
1869,metal->bronze,1
1869,resin->rubber,1
1869,metal->iron,1
1869,metal->,2
1869,paper->,7
1869,glass->,1
1869,fibre->cotton,1
1869,composite->ink,6
1869,glass,39
1869,animal,1
1869,fluid,1
1869,wood->beech,1
1869,wood->boxwood,1
1870,wood->,40
1870,metal->iron,41
1870,metal->brass,40
1870,metal->silver,1
1870,glass,24
1870,paper,11
1870,metal->copper,7
1870,metal->cast-iron,7
1870,wood,72
1870,metal,67
1870,resin->rubber,5
1870,resin->ebonite,3
1870,metal->tin,1
1870,fibre,4
1870,synthetic,7
1870,metal->steel,26
1870,fibre->felt,1
1870,ceramic->porcelain,2
1870,ceramic->pottery,1
1870,fibre->burlap,1
1870,paper - possible,4
1870,metal->zinc,1
1870,wood->mahogany,3
1870,bone->ivory,3
1870,skin->leather,9
1870,stone->,1
1870,metal->brass - possible,2
1870,metal->steel - possible,17
1870,metal->wrought iron,1
1870,glass->,4
1870,paper->cardboard,1
1870,metal->cast-iron - possible,1
1870,fibre->velvet,1
1870,skin->shark - possible,1
1870,wood->pine,1
1870,metal->nickel,2
1870,metal->white metal,2
1870,wood->ironwood,1
1870,metal->,5
1870,wood->hickory,3
1870,fibre->cotton,1
1870,metal->lead,10
1870,paper->,2
1870,composite->ink,2
1870,resin - possible->rubber - possible,1
1870,skin - possible->leather - possible,1
1870,wood->ebony - possible,1
1870,wood->rosewood - possible,1
1870,glass - possible,1
1870,synthetic->bakelite - possible,1
1870,fibre->silk - possible,1
1871,,1
1871,skin->leather,5
1871,metal,7
1871,metal->brass,2
1871,wood,8
1871,wood->,3
1871,metal->cast-iron,2
1871,glass,3
1871,fibre->cotton,1
1871,metal->,2
1871,resin->rubber,1
1871,metal->nickel,1
1871,metal->iron,2
1871,metal->copper,1
1871,paper,2
1871,metal->steel,1
1872,metal->steel,3
1872,metal->cast-iron,4
1872,wood,9
1872,paper,1
1872,metal,9
1872,skin,1
1872,fibre,1
1872,metal->brass,33
1872,metal->silver,1
1872,metal->lead,1
1872,glass,2
1872,wood->,30
1872,metal->iron,2
1872,wood->oak,1
1872,skin->leather,4
1872,ceramic,1
1872,metal->,1
1872,skin->suede,1
1872,resin->rubber,1
1872,metal->cast-iron - possible,1
1872,ceramic->porcelain,1
1872,paper->,1
1872,composite->ink,1
1873,metal->brass,3
1873,metal->iron,1
1873,wood,3
1873,paper->cardboard,1
1873,skin->leather,1
1873,paper,1
1873,fibre,1
1873,metal,2
1873,wood->,1
1873,metal->,1
1873,metal->brass - possible,1
1874,metal->copper,4
1874,paper,12
1874,metal->brass,26
1874,skin->leather,3
1874,wood,7
1874,metal->iron,3
1874,wood->,6
1874,fibre,3
1874,glass,15
1874,wood->oak,1
1874,resin->gutta-percha,1
1874,fibre->jute,1
1874,metal->steel,10
1874,metal->cast-iron,2
1874,metal->steel - possible,1
1874,metal,3
1874,metal->tin,2
1874,metal->zinc,1
1874,metal->gold,1
1874,fibre->felt,4
1874,resin->wax,2
1874,metal->,1
1874,glass->,2
1874,metal->aluminum,1
1874,paper->,8
1874,fibre->silk,1
1874,metal->silver,8
1874,wood->ebony,1
1874,wood->mahogany,1
1874,fibre->velvet,1
1874,paper->cardboard,1
1874,fibre->cotton - possible,1
1874,composite->ink,6
1875,paper->,2
1875,composite->ink,2
1875,wood->,9
1875,metal->brass,57
1875,glass,32
1875,metal->iron,9
1875,synthetic,1
1875,metal->steel,5
1875,wood,9
1875,skin->leather,4
1875,wood->cork,2
1875,metal,7
1875,fibre,2
1875,paper,15
1875,metal->cast-iron,4
1875,glass->,3
1875,wood->hickory,1
1875,wood->oak,1
1875,wood->pine,1
1875,metal->,2
1875,resin->rubber,1
1875,,2
1875,paper->cardboard,1
1875,metal->aluminum,1
1875,metal->copper,4
1875,synthetic->,1
1875,fibre->felt,2
1875,metal->tin,1
1875,fibre->,1
1875,animal->hair,1
1875,wood->ebony,9
1875,bone - possible->ivory,13
1875,stone - possible->mica - possible,12
1875,wood->mahogany,1
1875,metal->nickel,1
1875,metal->steel - possible,1
1875,metal->iron - possible,1
1876,paper->,6
1876,composite->ink,6
1876,metal->bronze,1
1876,metal->steel,6
1876,wood->mahogany,1
1876,metal->brass,8
1876,skin->leather,2
1876,fibre,2
1876,glass,26
1876,paper,37
1876,wood->,6
1876,metal->iron,4
1876,metal->,1
1876,resin->rubber,1
1876,metal->nickel - possible,1
1876,metal,2
1876,wood,1
1876,metal->copper,1
1876,metal->zinc,1
1876,metal->tin,1
1876,metal->gold,1
1876,fibre->velvet,1
1876,animal->hair,1
1876,wood->birch,1
1876,wood->birch - possible,1
1876,metal->spring steel,1
1876,wood->apple,1
1876,wood->apple - possible,1
1876,metal->tin - possible,1
1877,paper,4
1877,wood,4
1877,metal,2
1877,wood->,10
1877,metal->iron - possible,1
1877,metal->copper,3
1877,metal->brass,5
1877,resin->ebonite,1
1877,metal->iron,5
1877,metal->steel,1
1877,fibre->cotton,1
1877,metal->,4
1877,paper->,4
1877,synthetic->plexiglass,3
1877,wood->spruce,1
1877,metal->nickel,1
1877,glass->,1
1877,metal->mercury,1
1877,paper->cardboard,1
1877,resin->rubber,1
1877,composite->ink,1
1877,glass,3
1877,skin->leather,1
1877,fibre,1
1878,metal,10
1878,wood,14
1878,paper,8
1878,synthetic,3
1878,fibre,4
1878,glass->,2
1878,fibre->cotton,1
1878,metal->cast-iron,1
1878,glass,6
1878,metal->,5
1878,resin->rubber,5
1878,wood->,3
1878,skin->leather,6
1878,metal->steel,4
1878,metal->brass,3
1878,metal->iron,7
1878,metal->nickel,2
1878,fibre->silk,1
1878,metal->silver,1
1878,metal->platinum,1
1878,synthetic->carbon,1
1878,metal->copper,1
1878,stone->mica,1
1879,metal->steel,5
1879,metal->brass,3
1879,wood,5
1879,metal,4
1879,glass,9
1879,fibre,3
1879,wood->,3
1879,metal->,1
1879,fibre->cotton,1
1879,metal->iron,3
1879,metal->cast-iron,3
1879,resin->rubber,1
1879,paper->cardboard,1
1879,paper->,1
1879,skin->leather,1
1879,metal->copper,2
1879,synthetic->carbon,1
1879,paper,5
1879,metal->steel - possible,1
1879,ceramic->porcelain,1
1880,wood->,35
1880,metal->cast-iron,17
1880,metal->tin,9
1880,metal->iron,47
1880,wood,68
1880,metal->brass,88
1880,glass,39
1880,metal,56
1880,fibre,16
1880,resin,1
1880,metal->brass - possible,2
1880,metal->steel,48
1880,fibre->,6
1880,paper->card stock,2
1880,,3
1880,metal->,22
1880,stone->asbestos,1
1880,skin->leather,19
1880,resin->ebonite,1
1880,metal->copper,20
1880,metal->lead,2
1880,stone->mica,1
1880,ceramic->porcelain,4
1880,stone,1
1880,ceramic,1
1880,wood->maple,2
1880,paper,53
1880,synthetic->bakelite,2
1880,glass->,19
1880,skin,2
1880,synthetic->,4
1880,fibre->wool,1
1880,wood->mahogany - possible,1
1880,wood->oak,1
1880,metal->zinc,1
1880,metal->iron - possible,1
1880,resin->rubber,17
1880,resin->rubber - possible,1
1880,fibre->velvet,5
1880,paper->cardboard,13
1880,wood->mahogany,18
1880,metal->nickel,2
1880,synthetic,5
1880,paper->papier-mache - possible,1
1880,fibre->satin,1
1880,synthetic->polyester,1
1880,metal->tin - possible,1
1880,bone->ivory,1
1880,synthetic - possible,1
1880,metal->platinum,4
1880,synthetic->carbon,6
1880,wood->maple - possible,1
1880,metal->bronze,2
1880,metal->aluminum,1
1880,fluid->oil,1
1880,paper->papier-mache,1
1880,paper->,2
1880,metal->silver,2
1880,fibre->silk - possible,1
1880,wood->cedar,1
1880,ceramic->,1
1880,fibre->silk,3
1880,->,3
1880,wood->spruce,5
1880,metal->copper - possible,1
1880,wood->cork,2
1880,fibre->felt,1
1880,wood->ebony,1
1880,synthetic->leatherette,2
1880,wood->pine - possible,4
1880,shell->turtle,1
1880,wood->cedar - possible,1
1880,bone - possible->ivory - possible,2
1880,metal->silver - possible,1
1880,resin->vulcanite - possible,2
1880,wood->willow,1
1880,skin->hide,1
1880,fibre->canvas,1
1880,fibre->cotton - possible,2
1880,fibre->linen,21
1880,fibre->cotton,14
1881,metal,7
1881,metal->steel,8
1881,metal->brass,10
1881,skin->leather,2
1881,resin->rubber,3
1881,resin->ebonite,2
1881,ceramic->porcelain,1
1881,wood,12
1881,metal->nickel,2
1881,metal->copper,7
1881,,1
1881,metal->cast-iron,5
1881,metal->iron,5
1881,wood->,3
1881,metal->,2
1881,paper->cardboard,1
1881,fibre->oil-cloth,1
1881,paper,5
1881,glass->,4
