,Date,Material,Count
2366,1903,metal->nickel,2
2367,1903,synthetic->plastic,1
2368,1903,fibre->cotton,1
2369,1903,metal->,13
2370,1903,synthetic->leatherette,2
2371,1903,synthetic,29
2372,1903,fibre->velvet,2
2373,1903,metal->bronze,1
2374,1903,skin->leather,11
2375,1903,fibre,8
2376,1903,fibre->felt,2
2377,1903,wood->cedar,1
2378,1903,fibre->canvas,2
2379,1903,synthetic->,1
2380,1903,,1
2381,1903,metal->chromium,1
2382,1903,metal->mercury,1
2383,1903,bone->ivory,1
2384,1903,fibre->silk,1
2385,1903,metal->silver,1
2386,1903,wood->charcoal,1
2387,1903,metal->platinum,7
2388,1903,synthetic->carbon,9
2389,1903,fibre->,5
2390,1903,ceramic->,1
2391,1903,stone->asbestos,2
2392,1903,ceramic,2
2393,1903,metal->zinc,1
2394,1903,paper->cardboard,1
2395,1903,ceramic->earthenware,1
2396,1903,metal->tin,8
2397,1903,synthetic->celluloid,1
2398,1903,fibre->silk - possible,1
2399,1903,animal->hair,1
2400,1903,paper - possible,1
2401,1903,animal->hair - possible,1
2402,1903,animal,1
2403,1903,resin - possible,1
2404,1904,glass->,16
2405,1904,metal->brass,20
2406,1904,metal->copper,8
2407,1904,metal->steel,6
2408,1904,metal->gold,1
2409,1904,fibre->linen,1
2410,1904,synthetic,35
2411,1904,wood->,16
2412,1904,glass,39
2413,1904,metal->,17
2414,1904,skin->leather,12
2415,1904,wood->mahogany,1
2416,1904,metal->steel - possible,1
2417,1904,metal->brass - possible,3
2418,1904,paper->,2
2419,1904,resin->ebonite,2
2420,1904,paper->cardboard,5
2421,1904,synthetic->plastic,1
2422,1904,synthetic->celluloid,1
2423,1904,metal,107
2424,1904,,2
2425,1904,wood,95
2426,1904,metal->chromium,1
2427,1904,metal->iron,8
2428,1904,wood->cedar,2
2429,1904,synthetic->bakelite,5
2430,1904,wood->oak,4
2431,1904,metal->nickel,5
2432,1904,synthetic->carbon,7
2433,1904,resin->rubber,3
2434,1904,stone->slate,1
2435,1904,wood->cypress,1
2436,1904,fibre,9
2437,1904,fibre->silk,1
2438,1904,paper,48
2439,1904,metal->aluminum,1
2440,1904,ceramic->porcelain,9
2441,1904,metal->platinum,5
2442,1904,ceramic->plaster,1
2443,1904,fibre->,2
2444,1904,wood->cork,1
2445,1904,ceramic,3
2446,1904,ceramic->,8
2447,1904,stone->mica,2
2448,1904,stone->asbestos,2
2449,1904,metal->bronze,1
2450,1904,resin->wax,4
2451,1904,metal->cast-iron,3
2452,1904,ceramic->porcelain - possible,1
2453,1904,metal->tungsten,6
2454,1904,paper - possible,1
2455,1904,metal->aluminum - possible,2
2456,1904,fibre->cotton,1
2457,1905,metal->iron,17
2458,1905,metal->brass,37
2459,1905,metal,47
2460,1905,synthetic,21
2461,1905,glass,35
2462,1905,ceramic,2
2463,1905,,5
2464,1905,wood->oak,1
2465,1905,metal->steel,18
2466,1905,wood,34
2467,1905,metal->platinum,46
2468,1905,resin->ebonite,1
2469,1905,wood->mahogany,6
2470,1905,skin->leather,14
2471,1905,metal->nickel,5
2472,1905,bone->ivory,3
2473,1905,wood->,16
2474,1905,metal->tin,4
2475,1905,metal->,22
2476,1905,fibre,12
2477,1905,fibre->felt,4
2478,1905,metal->mercury,2
2479,1905,fibre->canvas,1
2480,1905,resin->rubber,7
2481,1905,synthetic->leatherette,2
2482,1905,glass->,59
2483,1905,paper->cardboard,3
2484,1905,paper->,5
2485,1905,skin - possible->leather - possible,1
2486,1905,metal->cast-iron,5
2487,1905,paper,25
2488,1905,resin->wax,2
2489,1905,synthetic->bakelite,2
2490,1905,fibre->cotton,1
2491,1905,fibre->,20
2492,1905,metal->lead - possible,2
2493,1905,fibre->canvas - possible,2
2494,1905,metal->chromium,2
2495,1905,synthetic->vinyl,1
2496,1905,synthetic->plastic,1
2497,1905,synthetic->,2
2498,1905,metal->aluminum,2
2499,1905,metal->zinc,1
2500,1905,metal->copper,16
2501,1905,fibre->velvet,1
2502,1905,glass->enamel,1
2503,1905,paper->card stock,1
2504,1905,ceramic->porcelain,32
2505,1905,synthetic->carbon,54
2506,1905,ceramic->plaster,1
2507,1905,stone->soapstone,1
2508,1905,stone->asbestos,2
2509,1905,wood->cork,2
2510,1905,stone,1
2511,1905,ceramic->,5
2512,1905,metal->bronze,3
2513,1905,stone->mica,4
2514,1905,synthetic->bakelite - possible,1
2515,1905,fibre->linen,2
2516,1905,wood->spruce,1
2517,1905,synthetic->mylar,1
2518,1905,metal->iron - possible,1
2519,1905,metal->silver,2
2520,1905,metal->silver ,1
2521,1905,synthetic->celluloid,1
2522,1905,fibre->velvet - possible,1
2523,1905,metal->brass - possible,1
2524,1905,paper->glassine,1
2525,1906,paper,26
2526,1906,fibre->linen,2
2527,1906,synthetic,11
2528,1906,fibre,6
2529,1906,metal,28
2530,1906,wood,12
2531,1906,wood->,10
2532,1906,metal->white metal,1
2533,1906,metal->cast-iron,4
2534,1906,metal->steel,25
2535,1906,,6
2536,1906,wood->pine,1
2537,1906,metal->brass,27
2538,1906,metal->tin,1
2539,1906,glass,21
2540,1906,metal->,8
2541,1906,resin->ebonite,3
2542,1906,ceramic->porcelain,7
2543,1906,wood->oak,9
2544,1906,synthetic->bakelite,5
2545,1906,paper->cardboard,3
2546,1906,metal->silver,1
2547,1906,glass->,21
2548,1906,synthetic->,3
2549,1906,fibre->felt,2
2550,1906,resin->rubber,2
2551,1906,skin,1
2552,1906,skin->leather,10
2553,1906,synthetic->celluloid,2
2554,1906,fibre->,5
2555,1906,wood->pine - possible,1
2556,1906,synthetic->plastic,1
2557,1906,fibre->cotton,3
2558,1906,resin,1
2559,1906,wood->maple,2
2560,1906,wood->mahogany,2
2561,1906,metal - possible->,1
2562,1906,paper->,3
2563,1906,wood->cork,11
2564,1906,metal->cast-iron - possible,2
2565,1906,synthetic->leatherette,1
2566,1906,metal->nickel,4
2567,1906,bone->ivory,1
2568,1906,fibre->velvet,2
2569,1906,paper->card stock,2
2570,1906,fibre->silk,1
2571,1906,synthetic->carbon,3
2572,1906,metal->platinum,5
2573,1906,metal->iron,3
2574,1906,stone->asbestos,2
2575,1906,metal->copper,5
2576,1906,stone->mica,1
2577,1906,ceramic,1
2578,1906,stone,1
2579,1906,ceramic->,1
2580,1906,metal->steel - possible,1
2581,1907,,5
2582,1907,metal->brass,36
2583,1907,wood->,22
2584,1907,metal->copper,10
2585,1907,synthetic->bakelite,5
2586,1907,metal->iron,9
2587,1907,wood,20
2588,1907,metal,32
2589,1907,metal->steel,8
2590,1907,wood->mahogany,5
2591,1907,skin->leather,20
2592,1907,fibre,11
2593,1907,glass,17
2594,1907,ceramic->porcelain,5
2595,1907,synthetic,11
2596,1907,fibre->velvet,4
2597,1907,fibre->silk,1
2598,1907,glass->,13
2599,1907,metal->tin,6
2600,1907,metal->tin - possible,1
2601,1907,metal->chromium - possible,1
2602,1907,synthetic->leatherette,5
2603,1907,metal->platinum,1
2604,1907,metal->cast-iron,7
2605,1907,resin->rubber,9
2606,1907,wood->oak,4
2607,1907,metal->aluminum,3
2608,1907,ceramic,4
2609,1907,paper,6
2610,1907,skin,2
2611,1907,fibre->,4
2612,1907,synthetic->,3
2613,1907,paper->,3
2614,1907,fibre->cotton,2
2615,1907,metal->,16
2616,1907,fibre->linen,1
2617,1907,paper->cardboard,9
2618,1907,synthetic->plastic,4
2619,1907,skin->suede,2
2620,1907,metal->nickel,4
2621,1907,wood->cork,1
2622,1907,resin->ebonite,1
2623,1907,bone->ivory,1
2624,1907,fibre->felt - possible,1
2625,1907,metal->chromium,2
2626,1907,resin,1
2627,1907,resin->wax,1
2628,1907,stone->mica,1
2629,1907,stone->asbestos,1
2630,1907,stone->slate,1
2631,1907,metal->zinc,1
2632,1907,fibre->felt,1
2633,1907,metal->silver,2
2634,1907,metal->gold,1
2635,1907,synthetic->celluloid,1
2636,1907,metal->cast-iron - possible,1
2637,1907,metal->brass - possible,1
2638,1907,metal->nickel - possible,1
2639,1907,animal,1
2640,1907,resin - possible,1
2641,1908,paper->,8
2642,1908,composite->ink,1
2643,1908,metal->iron,17
2644,1908,wood,26
2645,1908,fibre->linen,2
2646,1908,metal->copper,11
2647,1908,metal,48
2648,1908,wood->pine,1
2649,1908,metal->brass,45
2650,1908,wood->oak,4
2651,1908,metal->steel,17
2652,1908,synthetic->bakelite,2
2653,1908,synthetic->plastic,1
2654,1908,paper,20
2655,1908,fibre,13
2656,1908,wood->,16
2657,1908,metal->nickel,8
2658,1908,,5
2659,1908,metal->brass - possible,2
2660,1908,synthetic,10
2661,1908,metal->nickel-steel,1
2662,1908,wood->mahogany,4
2663,1908,glass,14
2664,1908,stone->granite,1
2665,1908,metal->,8
2666,1908,resin->rubber,3
2667,1908,synthetic->leatherette,3
2668,1908,skin->leather,10
2669,1908,metal->stainless steel,1
2670,1908,stone->slate,1
2671,1908,glass->,11
2672,1908,metal->cast-iron,4
2673,1908,wood->cork,1
2674,1908,ceramic,9
2675,1908,metal->bronze,2
2676,1908,fibre->wool,1
2677,1908,metal->copper - possible,1
2678,1908,animal->shellac,1
2679,1908,synthetic->carbon,5
2680,1908,fibre->,7
2681,1908,metal->platinum,5
2682,1908,ceramic->plaster,1
2683,1908,synthetic->,3
2684,1908,stone->asbestos,3
2685,1908,ceramic->porcelain,4
2686,1908,stone->soapstone,1
2687,1908,glass->enamel,1
2688,1908,stone,1
2689,1908,stone->mica,1
2690,1908,fibre->cotton,1
2691,1908,metal->zinc,5
2692,1908,fibre->canvas,1
2693,1908,synthetic->celluloid,1
2694,1908,skin,1
2695,1908,fibre->felt - possible,1
2696,1908,paper->card stock,1
2697,1908,skin->leather - possible,1
2698,1908,animal->hair,1
2699,1908,resin - possible,1
2700,1908,wood->mahogany - possible,1
2701,1908,synthetic->celluloid - possible,1
2702,1908,animal->intestine - possible,1
2703,1909,metal->brass,60
2704,1909,metal,33
2705,1909,paper,19
2706,1909,fibre,9
2707,1909,wood,9
2708,1909,glass,29
2709,1909,synthetic,10
2710,1909,paper->card stock,3
2711,1909,fibre->satin,1
2712,1909,,4
2713,1909,metal->steel,13
2714,1909,glass->,10
2715,1909,paper->,11
2716,1909,synthetic->bakelite,6
2717,1909,wood->,13
2718,1909,metal->copper,13
2719,1909,metal->cast-iron,5
2720,1909,metal->iron,6
2721,1909,metal->,9
2722,1909,synthetic->carbon,3
2723,1909,resin->rubber,2
2724,1909,synthetic->bakelite - possible,2
2725,1909,skin->leather,11
2726,1909,metal->tin,1
2727,1909,fibre->wool,1
2728,1909,wood->oak,2
2729,1909,synthetic->celluloid,3
2730,1909,metal->aluminum,24
2731,1909,metal->stainless steel,1
2732,1909,fibre->cotton,1
2733,1909,bone->ivory,1
2734,1909,synthetic->leatherette,2
2735,1909,fibre->,1
2736,1909,composite->ink,3
2737,1909,paper->cardboard,1
2738,1909,metal->platinum,2
2739,1909,wood->cork,2
2740,1909,ceramic,1
2741,1909,stone->mica,1
2742,1909,ceramic->porcelain,7
2743,1909,synthetic->,1
2744,1909,stone->asbestos,2
2745,1909,resin->wax,1
2746,1909,wood->mahogany,1
2747,1909,fibre->felt,4
2748,1909,fibre->jute,3
2749,1909,fibre->velvet,1
2750,1909,stone,1
2751,1909,metal->iron - possible,1
2752,1909,metal->copper - possible,1
2753,1909,metal->brass - possible,1
2754,1909,metal->steel - possible,1
2755,1909,paper - possible->,1
2756,1909,stone->asbestos - possible,1
2757,1909,animal->hair,1
2758,1910,wood->ash,1
2759,1910,metal->brass,131
2760,1910,metal->tin,8
2761,1910,metal,131
2762,1910,wood,96
2763,1910,fibre,37
2764,1910,metal->nickel,24
2765,1910,metal->platinum,76
2766,1910,glass->,134
2767,1910,wood->,50
2768,1910,skin->leather,32
2769,1910,metal->copper,33
2770,1910,metal->iron,37
2771,1910,metal->steel,83
2772,1910,paper->cardboard,17
2773,1910,,15
2774,1910,glass,117
2775,1910,fibre->canvas,5
2776,1910,metal->cast-iron - possible,1
2777,1910,paper->,18
2778,1910,ceramic->,27
2779,1910,metal->aluminum,10
2780,1910,metal->,75
2781,1910,resin->rubber - possible,3
2782,1910,plant->wicker,1
2783,1910,fibre->,40
2784,1910,resin->rubber,25
2785,1910,synthetic->plastic,8
2786,1910,wood->oak,5
2787,1910,wood->mahogany,5
2788,1910,metal->white metal,1
2789,1910,synthetic,27
2790,1910,metal->brass - possible,8
2791,1910,stone->slate,3
2792,1910,resin->ebonite,8
2793,1910,synthetic->leatherette,5
2794,1910,paper,79
2795,1910,metal->cast-iron,31
2796,1910,wood->mahogany - possible,2
2797,1910,fibre->felt,2
2798,1910,synthetic->celluloid,5
2799,1910,resin,4
2800,1910,metal->stainless steel,1
2801,1910,metal->tungsten,18
2802,1910,ceramic->porcelain,23
2803,1910,synthetic->bakelite,18
2804,1910,metal->chromium,3
2805,1910,ceramic->pottery,1
2806,1910,ceramic->pottery - possible,1
2807,1910,ceramic->porcelain - possible,4
2808,1910,composite->concrete,1
2809,1910,wood->pine,1
2810,1910,fibre->cotton,5
2811,1910,skin,1
2812,1910,metal->bronze,7
2813,1910,fibre->wool,1
2814,1910,synthetic->,2
2815,1910,ceramic,8
2816,1910,metal->lead,2
2817,1910,wood->teak,1
2818,1910,bone->ivory,1
2819,1910,fibre->velvet,5
2820,1910,resin->wax,2
2821,1910,synthetic->vinyl,1
2822,1910,glass->enamel,3
2823,1910,synthetic->carbon,70
2824,1910,stone,1
2825,1910,wood->cedar,1
2826,1910,wood->apple,1
2827,1910,metal->tin - possible,2
2828,1910,plant,1
2829,1910,metal->silver,5
2830,1910,stone->asbestos,3
2831,1910,stone->mica,7
2832,1910,wood->cork,3
2833,1910,synthetic - possible,2
2834,1910,composite->,1
2835,1910,fibre->linen,1
2836,1910,stone->graphite,1
2837,1910,fluid->oil,1
2838,1910,metal->gold,1
2839,1910,synthetic->French ivory,1
2840,1910,metal->nickel-silver,1
2841,1910,synthetic->acrylic - possible,1
2842,1910,stone->coal,1
2843,1910,metal->zinc,2
2844,1910,paper->card stock,4
2845,1910,synthetic->plexiglass,1
2846,1910,stone->soapstone,1
2847,1910,animal->hair,1
2848,1910,fibre->sisal,1
2849,1910,metal->nickel - possible,2
2850,1910,resin - possible->rubber - possible,2
2851,1910,fibre->silk - possible,1
2852,1910,fibre->velvet - possible,1
2853,1910,resin->vulcanite,1
2854,1910,metal->steel - possible,20
2855,1910,metal->iron - possible,2
2856,1910,wood->apple - possible,1
2857,1910,metal->copper - possible,1
2858,1910,skin - possible->leather - possible,1
2859,1910,fluid->alcohol,2
2860,1910,animal - possible->hair - possible,1
2861,1910,wood - possible,1
2862,1910,fibre->felt - possible,1
2863,1910,animal,1
2864,1910,metal->zinc - possible,1
2865,1910,metal->chromium - possible,1
2866,1910,ceramic->earthenware - possible,1
2867,1911,metal->steel,13
2868,1911,metal->cast-iron,6
2869,1911,,3
2870,1911,metal->brass,46
2871,1911,wood->oak,2
2872,1911,metal->copper,12
2873,1911,synthetic->bakelite,1
2874,1911,synthetic->plastic,3
2875,1911,fibre,31
2876,1911,metal,25
2877,1911,metal->iron,9
2878,1911,metal->aluminum,23
2879,1911,wood->,16
2880,1911,resin->rubber,4
2881,1911,synthetic->leatherette,1
2882,1911,resin,1
2883,1911,ceramic->porcelain,5
2884,1911,synthetic->carbon,2
2885,1911,resin->wax,3
2886,1911,paper,56
2887,1911,wood,39
2888,1911,metal->,9
2889,1911,glass->,8
2890,1911,fibre->felt,1
2891,1911,metal->chromium,2
2892,1911,wood->poplar,1
2893,1911,glass,22
2894,1911,synthetic->,1
2895,1911,skin->leather,7
2896,1911,metal->nickel,9
2897,1911,metal->lead,1
2898,1911,paper->cardboard - possible,1
2899,1911,synthetic->plastic - possible,1
2900,1911,synthetic,12
2901,1911,paper->cardboard,4
2902,1911,fibre->,4
2903,1911,stone->asbestos,3
2904,1911,stone->mica,2
2905,1911,metal->platinum,3
2906,1911,ceramic,1
2907,1911,paper->,5
2908,1911,fibre->silk,1
2909,1911,ceramic->,2
2910,1911,ceramic->plaster,1
2911,1911,composite,1
2912,1911,stone->slate,1
2913,1911,metal->mercury,1
2914,1911,fibre->linen,1
2915,1911,composite->ink,1
2916,1911,fibre->wool,1
2917,1911,animal,1
2918,1911,wood - possible,1
2919,1911,paper - possible,1
2920,1911,fibre->cotton - possible,1
2921,1911,metal->steel - possible,1
2922,1911,paper->card stock,2
2923,1912,metal->iron,20
2924,1912,glass,40
2925,1912,metal,87
2926,1912,ceramic,10
2927,1912,synthetic,23
2928,1912,metal->copper,13
2929,1912,metal->brass,97
2930,1912,metal->tin,4
2931,1912,wood->,37
2932,1912,metal->,25
2933,1912,fibre->,19
2934,1912,resin->rubber,14
2935,1912,wood,25
2936,1912,metal->gunmetal,1
2937,1912,metal->aluminum,7
2938,1912,metal->white metal,1
2939,1912,metal->silver,3
2940,1912,skin,1
2941,1912,metal->steel,23
2942,1912,synthetic->bakelite,2
2943,1912,fibre,17
2944,1912,synthetic->leatherette,4
2945,1912,metal->cast-iron,8
2946,1912,synthetic->celluloid,3
2947,1912,,7
2948,1912,wood->mahogany,5
2949,1912,skin->leather,25
2950,1912,paper->,12
2951,1912,synthetic->mylar,4
2952,1912,wood->oak,7
2953,1912,fibre->cotton,3
2954,1912,synthetic->,7
2955,1912,resin->ebonite,1
2956,1912,metal->brass - possible,3
2957,1912,glass->,31
2958,1912,metal->bronze,1
2959,1912,metal->zinc,2
2960,1912,synthetic->carbon,14
2961,1912,ceramic->,3
2962,1912,metal->stainless steel,1
2963,1912,fibre->velvet,2
2964,1912,metal->chromium,1
2965,1912,synthetic->plastic,1
2966,1912,paper,32
2967,1912,wood->teak,1
2968,1912,paper->cardboard,3
2969,1912,fibre->canvas,3
2970,1912,stone->marble,1
2971,1912,ceramic->plaster,1
2972,1912,fibre->wool,1
2973,1912,wood->hickory,1
2974,1912,wood->pine,1
2975,1912,stone->asbestos,3
2976,1912,metal->platinum,9
2977,1912,metal->nickel,6
2978,1912,ceramic->porcelain,14
2979,1912,fibre->felt,5
2980,1912,metal->tungsten,1
2981,1912,resin->wax,3
2982,1912,resin - possible,1
2983,1912,synthetic - possible,1
2984,1912,stone->mica,2
2985,1912,ceramic - possible,1
2986,1912,animal->hair,1
2987,1912,metal->nickel-silver,1
2988,1912,synthetic->French ivory,1
2989,1912,bone->ivory,1
2990,1912,ceramic->clay,1
2991,1912,paper->card stock,1
2992,1912,synthetic->imitation leather,1
2993,1912,stone,1
2994,1913,metal->brass,46
2995,1913,wood->boxwood,1
2996,1913,metal->brass - possible,2
2997,1913,fibre,10
2998,1913,wood,16
2999,1913,metal,27
3000,1913,,5
3001,1913,metal->silver,2
3002,1913,metal->steel,21
3003,1913,glass->,17
3004,1913,wood->,24
3005,1913,skin->leather,9
3006,1913,glass,17
3007,1913,paper->cardboard,3
3008,1913,metal->,15
3009,1913,paper->,8
3010,1913,fibre->felt,4
3011,1913,paper,12
3012,1913,stone->asbestos,4
3013,1913,synthetic,12
3014,1913,synthetic->mylar,4
3015,1913,metal->cast-iron,5
3016,1913,metal->nickel,10
3017,1913,wood->oak,3
3018,1913,ceramic->pottery,1
3019,1913,ceramic->porcelain,14
3020,1913,metal->tin,3
3021,1913,metal->iron,14
3022,1913,metal->gold,2
3023,1913,wood->mahogany,3
3024,1913,resin->rubber,6
3025,1913,stone->mica,4
3026,1913,synthetic->plastic,2
3027,1913,synthetic->celluloid,1
3028,1913,metal->aluminum,3
3029,1913,metal->duralumin,1
3030,1913,fibre->cotton,3
3031,1913,synthetic->carbon,1
3032,1913,metal->copper,8
3033,1913,metal->magnesium,1
3034,1913,synthetic->bakelite,2
3035,1913,fibre->velvet,2
3036,1913,synthetic->bakelite - possible,1
3037,1913,synthetic->,5
3038,1913,stone->slate,1
3039,1913,paper->pulp,1
3040,1913,composite->ink,1
3041,1913,fibre->,7
3042,1913,metal->platinum,3
3043,1913,metal->bronze,1
3044,1913,ceramic,2
3045,1913,fibre->canvas,1
3046,1913,ceramic->,2
3047,1913,stone->quartz,1
3048,1913,resin->wax,2
3049,1913,paper->card stock,1
3050,1913,stone,1
3051,1913,ceramic->earthenware,3
3052,1913,stone->sand,2
3053,1913,wood->cork,2
3054,1914,glass->,34
3055,1914,metal->,38
3056,1914,synthetic->,6
3057,1914,wood->cork,1
3058,1914,metal->steel,42
3059,1914,metal->copper,16
3060,1914,metal->brass,61
3061,1914,glass,49
3062,1914,skin->leather,39
3063,1914,fibre,28
3064,1914,paper,50
3065,1914,,4
3066,1914,metal->aluminum,11
3067,1914,wood,30
3068,1914,metal,71
3069,1914,ceramic,11
3070,1914,synthetic,40
3071,1914,wood->,33
3072,1914,resin->rubber,10
3073,1914,metal->tin,2
3074,1914,metal->chromium,7
3075,1914,wood->oak,6
3076,1914,paper->,8
3077,1914,fibre->cotton,5
3078,1914,synthetic->bakelite,10
3079,1914,synthetic->mylar,1
3080,1914,paper->cardboard,13
3081,1914,fibre->linen,2
3082,1914,metal->aluminum - possible,1
3083,1914,wood->walnut - possible,2
3084,1914,metal->iron,10
3085,1914,metal->cast-iron,5
3086,1914,synthetic->leatherette,11
3087,1914,metal->nickel,8
3088,1914,fibre->wool,1
3089,1914,fibre->felt,4
3090,1914,metal->bronze,4
3091,1914,synthetic->plastic,5
3092,1914,bone->ivory,1
3093,1914,wood->walnut,1
3094,1914,fibre->canvas,1
3095,1914,resin->ebonite,1
3096,1914,fibre->velvet,2
3097,1914,wood->spruce,1
3098,1914,fibre->,18
3099,1914,synthetic->vinyl,1
3100,1914,metal->chromium - possible,1
3101,1914,skin,1
3102,1914,ceramic->,2
3103,1914,paper->card stock,3
3104,1914,wood->mahogany,1
3105,1914,wood->hickory,1
3106,1914,synthetic->elastic,3
3107,1914,synthetic->celluloid,7
3108,1914,synthetic->carbon,8
3109,1914,metal->platinum,7
3110,1914,stone->mica,2
3111,1914,stone->asbestos,2
3112,1914,ceramic->porcelain,15
3113,1914,metal->gold,1
3114,1914,glass->enamel,1
3115,1914,resin->wax,3
3116,1914,resin->rubber - possible,1
3117,1914,synthetic - possible,1
3118,1914,resin - possible,1
3119,1914,paper- possible->cardboard,1
3120,1914,fluid,1
3121,1914,metal->zinc,1
3122,1914,skin->pelt,2
3123,1914,paper->card stock - possible,2
3124,1914,fibre->cotton - possible,1
3125,1914,metal->steel - possible,1
3126,1914,metal->stainless steel,6
3127,1915,skin->leather,24
3128,1915,paper,55
3129,1915,,7
3130,1915,metal,102
3131,1915,metal->cast-iron,19
3132,1915,metal->steel,51
3133,1915,wood->,52
3134,1915,resin->rubber,54
3135,1915,synthetic->bakelite,23
3136,1915,stone->mica,9
3137,1915,metal->brass,110
3138,1915,fibre,41
3139,1915,wood,36
3140,1915,metal->iron,43
3141,1915,glass->,92
3142,1915,paper->,10
3143,1915,metal->steel - possible,3
3144,1915,synthetic - possible->,1
3145,1915,synthetic->bakelite - possible,1
3146,1915,wood->boxwood,1
3147,1915,metal->brass - possible,5
3148,1915,skin,1
3149,1915,resin,1
3150,1915,paper->cardboard,8
3151,1915,metal->copper,38
3152,1915,fibre->felt,6
3153,1915,wood->oak,2
3154,1915,metal->aluminum,7
3155,1915,wood->mahogany,14
3156,1915,resin->ebonite,15
3157,1915,metal->iron - possible,1
3158,1915,glass,50
3159,1915,ceramic,9
3160,1915,stone->slate,3
3161,1915,metal->silver,5
3162,1915,metal->tin,2
3163,1915,resin->tar,1
3164,1915,synthetic,32
3165,1915,bone->ivory,3
3166,1915,paper->card stock,5
3167,1915,metal->nickel-silver,2
3168,1915,synthetic->celluloid,1
3169,1915,synthetic->carbon,50
3170,1915,metal->nickel - possible,1
3171,1915,skin->leather - possible,1
3172,1915,metal->,79
3173,1915,ceramic->porcelain,38
3174,1915,metal->nickel,20
3175,1915,metal->bronze,3
3176,1915,composite->concrete,1
3177,1915,wood->fir,1
3178,1915,synthetic->,7
3179,1915,fibre->,34
3180,1915,fibre->canvas,1
3181,1915,synthetic->plastic,3
3182,1915,resin->wax,12
3183,1915,synthetic->vinyl,1
3184,1915,plant->,1
3185,1915,ceramic->pottery,1
3186,1915,resin->asphalt,1
3187,1915,glass - possible->,1
3188,1915,synthetic->plastic - possible,1
3189,1915,wood->maple,1
3190,1915,animal->shellac,1
3191,1915,skin->hide,3
3192,1915,fibre->cotton,1
3193,1915,metal->stainless steel,1
3194,1915,metal->platinum,14
3195,1915,stone->asbestos,2
3196,1915,metal->tungsten,14
3197,1915,metal->dumet,1
3198,1915,metal->molybdenum,1
3199,1915,ceramic->,21
3200,1915,composite,1
3201,1915,resin->rubber - possible,1
3202,1915,stone - possible->mica - possible,1
3203,1915,synthetic->carbon - possible,5
3204,1915,plant,1
3205,1915,stone->agate,2
3206,1915,fibre->velvet,2
3207,1915,metal->zinc,2
3208,1915,synthetic->French ivory,1
3209,1915,animal->hair,3
3210,1915,shell->,1
3211,1915,fibre->silk,1
3212,1915,animal,4
3213,1915,resin - possible,3
3214,1915,:animal,1
3215,1916,paper->cardboard,11
3216,1916,paper->card stock,7
3217,1916,metal,55
3218,1916,,10
3219,1916,glass,40
3220,1916,skin->leather,17
3221,1916,animal->hair,7
3222,1916,metal->steel,26
3223,1916,fibre,19
3224,1916,metal->aluminum,6
3225,1916,paper,25
3226,1916,wood,13
3227,1916,fibre->,4
3228,1916,composite->ink,3
3229,1916,animal->glue,3
3230,1916,metal->brass,19
3231,1916,metal->cast-iron,8
3232,1916,synthetic,14
3233,1916,glass->,17
3234,1916,paper->,9
3235,1916,wood->,16
3236,1916,resin->ebonite,2
3237,1916,fibre->felt,5
3238,1916,metal->,14
3239,1916,synthetic->bakelite,1
3240,1916,ceramic,1
3241,1916,metal->copper,10
3242,1916,synthetic->leatherette,5
3243,1916,wood->mahogany,2
3244,1916,fibre->linen,2
3245,1916,metal->iron,5
3246,1916,metal->bronze,2
3247,1916,resin->rubber,5
3248,1916,wood->walnut,1
3249,1916,synthetic->celluloid,2
3250,1916,metal->chromium,2
3251,1916,synthetic->plastic,1
3252,1916,ceramic->porcelain,1
3253,1916,metal->nickel,1
3254,1916,synthetic->,2
3255,1916,fibre->cotton,1
3256,1916,ceramic->clay,1
3257,1916,metal->tin,1
3258,1916,synthetic->cordura,1
3259,1916,stone->mica,1
3260,1916,synthetic->carbon,2
3261,1916,synthetic->vinyl,1
3262,1916,fibre->canvas,1
3263,1916,paper - possible->cardboard,1
3264,1916,synthetic - possible,1
3265,1916,skin - possible->leather - possible,1
3266,1916,stone->asbestos,1
3267,1916,synthetic->imitation leather,2
3268,1916,fibre->silk - possible,1
3269,1916,animal,5
3270,1916,resin - possible,11
3271,1916,bone->horn,1
3272,1916,resin,1
3273,1916,wood->cork,1
3274,1917,metal->brass,49
3275,1917,glass->,10
3276,1917,metal->,14
3277,1917,resin->wax,6
3278,1917,paper,53
3279,1917,paper->card stock,19
3280,1917,metal->steel,40
3281,1917,paper->,10
3282,1917,fibre->cotton - possible,2
3283,1917,wood->,19
3284,1917,fibre->,5
3285,1917,resin->rubber,8
3286,1917,fibre->linen - possible,2
3287,1917,fibre->linen,5
3288,1917,metal,38
3289,1917,paper->cardboard,10
3290,1917,composite->ink,4
3291,1917,animal->glue,3
3292,1917,skin->leather,15
3293,1917,fibre->felt,2
3294,1917,metal->tin,2
3295,1917,metal->iron,15
3296,1917,glass,32
3297,1917,fibre,17
3298,1917,glass->enamel,2
3299,1917,stone->mica,4
3300,1917,wood,28
3301,1917,stone->slate,1
3302,1917,metal->copper,9
3303,1917,wood->oak,3
3304,1917,synthetic->bakelite,12
3305,1917,stone->marble,1
3306,1917,wood->mahogany,2
3307,1917,fibre->cotton,4
3308,1917,synthetic->plastic,3
3309,1917,metal->aluminum,4
3310,1917,metal->chromium,4
3311,1917,,4
3312,1917,synthetic,16
