,Date,Material,Count
0,1101,metal->bronze,2
1,1401,metal->iron,2
2,1401,metal->brass,1
3,1401,metal->bronze,2
4,1499,metal->iron,1
5,1500,metal->bronze,1
6,1500,metal->iron,1
7,1500,wood,1
8,1501,metal->iron,7
9,1501,metal->bronze,3
10,1600,metal,1
11,1601,wood,1
12,1601,metal->iron,8
13,1601,metal->bronze,8
14,1601,wood->,1
15,1650,wood->pear,1
16,1650,metal->brass,1
17,1675,metal->brass,2
18,1675,glass,1
19,1675,wood->mahogany,1
20,1700,wood->,2
21,1700,metal->brass,3
22,1700,metal->iron,1
23,1700,metal,1
24,1700,ceramic->porcelain - possible,1
25,1700,metal->pewter,2
26,1700,metal->steel,1
27,1700,metal->,1
28,1700,skin->leather,1
29,1700,ceramic->pottery,2
30,1701,metal->iron,15
31,1701,wood,7
32,1701,metal->bronze,13
33,1701,metal,2
34,1701,metal->brass,1
35,1701,wood->,3
36,1711,paper,1
37,1719,metal->brass,1
38,1719,wood,1
39,1719,fibre,1
40,1725,wood,1
41,1725,metal,1
42,1725,glass,1
43,1725,wood->mahogany,1
44,1725,wood->boxwood,1
45,1736,metal,1
46,1736,glass,1
47,1740,metal->brass,1
48,1740,metal->lead,2
49,1740,metal->iron - possible,2
50,1740,wood,2
51,1740,glass,1
52,1740,metal->brass - possible,1
53,1740,metal,3
54,1750,wood->,1
55,1750,glass->,1
56,1750,fibre->felt,1
57,1750,ceramic->pottery,1
58,1750,wood,2
59,1750,metal,1
60,1757,paper,1
61,1765,stone->limestone,1
62,1765,wood,1
63,1765,metal,1
64,1766,wood->mahogany,1
65,1766,wood->boxwood,1
66,1766,metal->brass,1
67,1766,glass->,1
68,1766,bone->ivory,1
69,1770,wood->,1
70,1770,metal->steel,1
71,1770,metal->brass,1
72,1775,wood,2
73,1775,metal,2
74,1775,glass,1
75,1775,metal->brass,1
76,1780,metal->steel,1
77,1780,metal->,1
78,1780,metal->brass,2
79,1780,wood,2
80,1780,wood->mahogany,1
81,1780,fibre->velvet,1
82,1783,wood->,2
83,1783,metal->steel - possible,2
84,1790,metal->brass,1
85,1790,glass->,1
86,1790,bone->ivory,1
87,1795,paper->cardboard,1
88,1795,synthetic->plastic,1
89,1795,metal->brass,5
90,1796,metal->brass,3
91,1799,wood->,1
92,1799,metal->brass,1
93,1799,bone->ivory,1
94,1800,wood->,11
95,1800,skin->leather,3
96,1800,metal,6
97,1800,metal->brass,10
98,1800,metal->cast-iron,4
99,1800,wood,9
100,1800,metal->silver,1
101,1800,shell->turtle,1
102,1800,paper->,7
103,1800,glass->enamel,1
104,1800,metal->steel,7
105,1800,wood->walnut,1
106,1800,stone->marble,1
107,1800,glass,16
108,1800,synthetic,2
109,1800,metal->iron,4
110,1800,resin->rubber,1
111,1800,ceramic->porcelain,1
112,1800,resin->ebonite,1
113,1800,metal->bronze,1
114,1800,metal->steel - possible,4
115,1800,metal->,6
116,1800,bone->ivory,1
117,1800,metal->pewter,3
118,1800,glass->,1
119,1800,wood->mahogany,3
120,1800,fibre->silk,1
121,1800,paper,3
122,1800,fibre,3
123,1800,metal->stainless steel,1
124,1800,wood->maple - possible,1
125,1800,composite->ink,2
126,1800,skin->lizard,1
127,1800,skin->snake,1
128,1800,wood->ebony - possible,2
129,1800,bone,3
130,1800,fibre - possible->linen - possible,1
131,1800,fibre - possible,1
132,1800,metal->nickel - possible,3
133,1800,metal->brass - possible,1
134,1800,fibre->canvas - possible,1
135,1800,fibre->felt - possible,1
136,1800,fibre->wool - possible,1
137,1800,fibre->velvet,1
138,1800,fibre->cotton - possible,1
139,1800,wood->hickory - possible,1
140,1800,stone,1
141,1800,stone->,1
142,1800,metal->bronze - possible,1
143,1801,wood,14
144,1801,glass,1
145,1801,metal->iron,19
146,1801,metal->brass,15
147,1801,wood->,10
148,1801,metal->steel,2
149,1801,metal->bronze,1
150,1801,metal,8
151,1801,wood->rosewood,2
152,1801,paper->,1
153,1801,composite->ink,1
154,1804,wood,2
155,1804,metal,1
156,1805,wood,1
157,1805,metal,1
158,1805,fibre,1
159,1806,wood,1
160,1806,metal,1
161,1809,metal,1
162,1810,metal->iron,1
163,1810,wood,2
164,1810,paper->,1
165,1810,composite->ink,1
166,1810,metal->brass,1
167,1810,metal->silver,1
168,1810,glass->,1
169,1810,animal->hair,1
170,1813,metal,1
171,1813,glass,1
172,1814,metal->bronze,1
173,1814,fibre->silk,1
174,1814,metal->steel,1
175,1818,wood->,2
176,1818,metal->iron,1
177,1818,metal->,1
178,1818,skin->leather,1
179,1819,paper,30
180,1819,wood,9
181,1819,metal,10
182,1819,glass,4
183,1819,synthetic,2
184,1820,wood->,4
185,1820,metal->iron,3
186,1820,metal->brass,16
187,1820,glass->,3
188,1820,fibre->velvet,1
189,1820,wood->pine,1
190,1820,glass,6
191,1820,metal,2
192,1820,metal->,1
193,1820,skin->leather - possible,1
194,1820,wood->mahogany,2
195,1820,fibre->felt,1
196,1820,metal->steel,1
197,1820,bone->ivory,1
198,1820,stone - possible->mica - possible,1
199,1820,fibre->,1
200,1820,paper->card stock,1
201,1821,paper,1
202,1821,metal->cast-iron,1
203,1821,wood->,1
204,1821,metal->brass,1
205,1821,glass,1
206,1821,metal,1
207,1822,metal->steel,1
208,1822,glass,1
209,1823,metal,1
210,1823,metal->iron,1
211,1823,wood,1
212,1824,ceramic->,1
213,1824,metal->lead,1
214,1824,metal,1
215,1825,,2
216,1825,wood->,2
217,1825,metal->brass,8
218,1825,wood->hickory,1
219,1825,metal,5
220,1825,fibre->,1
221,1825,fibre->silk,1
222,1825,wood,1
223,1825,glass->,1
224,1825,skin->chamois,1
225,1825,metal->copper,1
226,1825,metal->steel,1
227,1825,fibre->velvet,4
228,1825,wood->mahogany,1
229,1825,metal->pewter,1
230,1825,wood->ebony - possible,7
231,1825,metal->steel - possible,12
232,1825,resin->gutta-percha - possible,1
233,1825,synthetic->French ivory,1
234,1825,fibre,2
235,1825,fibre->silk - possible,1
236,1825,resin->wax,1
237,1825,metal->,1
238,1825,metal->nickel - possible,1
239,1825,synthetic->celluloid - possible,1
240,1825,wood->walnut,2
241,1825,paper,2
242,1825,wood->pine - possible,1
243,1826,metal->,7
244,1826,wood->hickory,7
245,1826,metal,10
246,1827,metal->cast-iron,1
247,1827,metal->steel,1
248,1829,wood->,4
249,1829,metal->iron,1
250,1829,metal,2
251,1829,wood,7
252,1829,fibre,2
253,1829,synthetic,1
254,1829,glass,1
255,1829,bone - possible,1
256,1829,metal->brass,11
257,1829,synthetic - possible->,1
258,1829,bone - possible->ivory - possible,1
259,1829,glass->,1
260,1829,metal->mercury,1
261,1829,metal->brass - possible,1
262,1829,metal->,2
263,1829,fibre->velvet,1
264,1829,synthetic->ivoride - possible,1
265,1829,wood->boxwood,1
266,1829,wood->apple - possible,1
267,1830,,1
268,1830,wood,1
269,1830,metal,2
270,1830,metal->brass,9
271,1830,wood->walnut,1
272,1830,glass,8
273,1830,wood->beech,8
274,1830,metal->steel,14
275,1830,wood->beech - possible,1
276,1830,metal->iron,5
277,1830,wood->,9
278,1830,wood->oak,1
279,1830,glass->,2
280,1830,wood->ebony,1
281,1830,wood->mahogany,2
282,1830,fibre->velvet,1
283,1830,wood->cedar,1
284,1830,resin->rubber,1
285,1830,metal->silver,1
286,1830,ceramic->porcelain,1
287,1830,metal->pewter,1
288,1830,metal->,4
289,1830,metal->steel - possible,1
290,1830,fibre->wool - possible,1
291,1830,fibre->,1
292,1830,paper,1
293,1830,metal->silver - possible,3
294,1830,skin->leather,2
295,1830,paper->,1
296,1830,fibre->velvet - possible,2
297,1830,->,1
298,1831,wood->maple,1
299,1831,metal->steel,1
300,1831,metal->,2
301,1831,metal->mercury,1
302,1831,glass->,1
303,1831,fibre->cotton - possible,1
304,1831,bone->ivory,1
305,1831,wood->,1
306,1831,skin->leather,1
307,1831,fibre->silk,1
308,1831,fibre - possible,1
309,1832,metal->brass,2
310,1832,wood->mahogany,1
311,1832,glass->,1
312,1832,bone->ivory,1
313,1833,paper->,1
314,1833,skin->leather,2
315,1833,wood->,1
316,1833,metal->steel,1
317,1834,metal->cast-iron,1
318,1834,wood,1
319,1834,metal,1
320,1834,fibre,1
321,1834,metal->brass,1
322,1834,glass,1
323,1835,metal->steel,1
324,1835,wood,2
325,1835,metal,1
326,1835,glass,1
327,1835,metal->iron,1
328,1835,wood->lignum vitae,1
329,1837,metal->cast-iron,1
330,1837,wood->,1
331,1837,skin->leather,1
332,1837,metal->brass,5
333,1837,metal->steel,1
334,1837,wood,1
335,1837,paper,1
336,1837,fibre,1
337,1837,metal,1
338,1838,metal->,2
339,1838,wood->,1
340,1838,resin->rubber,2
341,1838,metal->iron,1
342,1839,metal->copper,6
343,1839,metal->silver,2
344,1839,metal->tin,3
345,1839,metal->brass,5
346,1839,skin->leather,4
347,1839,glass->,5
348,1839,paper->,3
349,1839,fibre->satin,2
350,1839,fibre->velvet,2
351,1839,metal->mercury,1
352,1839,glass,1
353,1839,synthetic,1
354,1839,paper->papier-mache,1
355,1839,wood,4
356,1839,fibre,1
357,1839,wood->,3
358,1839,wood->boxwood,4
359,1839,metal->steel - possible,1
360,1839,metal,4
361,1839,wood->beech,1
362,1839,metal->,1
363,1840,wood,23
364,1840,metal,36
365,1840,fibre,4
366,1840,glass,3
367,1840,skin,1
368,1840,metal->iron,4
369,1840,metal->cast-iron,3
370,1840,wood->,11
371,1840,metal->tin,2
372,1840,metal->brass,18
373,1840,glass->,3
374,1840,synthetic->,1
375,1840,fibre->velvet,6
376,1840,bone->ivory,15
377,1840,metal->steel,7
378,1840,fibre->canvas,1
379,1840,skin->leather,4
380,1840,wood->ash,1
381,1840,metal->iron - possible,4
382,1840,wood->mahogany - possible,1
383,1840,metal->nickel-silver,1
384,1840,wood->mahogany,5
385,1840,metal->copper,1
386,1840,metal->mercury,1
387,1840,metal->silver,1
388,1840,resin->vulcanite,1
389,1840,bone - possible->ivory - possible,6
390,1840,synthetic,7
391,1840,stone - possible->mica - possible,1
392,1840,wood->ebony,1
393,1840,ceramic,2
394,1840,paper,5
395,1840,metal->,1
396,1840,metal->lead,9
397,1840,wood->pine,4
398,1841,metal->brass,2
399,1841,metal->white metal,1
400,1841,synthetic->celluloid,1
401,1841,metal->steel,1
402,1841,bone->ivory,1
403,1841,skin->leather,1
404,1841,fibre,1
405,1842,stone->granulite,1
406,1842,wood,1
407,1842,metal,4
408,1842,metal->cast-iron,1
409,1842,paper,1
410,1842,wood->,1
411,1842,metal->iron,2
412,1842,metal->brass,27
413,1842,glass,12
414,1842,fibre->,1
415,1842,wood->rosewood,1
416,1842,wood->mahogany,2
417,1842,skin->leather,2
418,1842,fibre->velvet,1
419,1843,wood->,1
420,1843,metal->iron,2
421,1843,metal->brass,2
422,1843,wood,1
423,1843,glass,1
424,1844,metal,25
425,1844,wood,6
426,1844,metal->brass,14
427,1844,metal->aluminum,1
428,1844,fibre,2
429,1844,paper,2
430,1844,metal->,1
431,1844,fibre->felt,1
432,1844,synthetic,3
433,1844,metal->cast-iron,6
434,1844,wood->walnut,1
435,1844,glass,2
436,1845,wood,9
437,1845,,1
438,1845,metal->,1
439,1845,wood->oak,1
440,1845,metal->brass,2
441,1845,glass->,1
442,1845,wood->mahogany,1
443,1845,fibre,1
444,1845,metal->copper,1
445,1845,metal->tin,1
446,1845,metal->zinc,1
447,1845,metal->gold,1
448,1845,wood->,2
449,1845,fibre->cotton,1
450,1845,fibre->felt,2
451,1845,animal->hair,1
452,1845,metal->steel - possible,5
453,1845,metal->steel,2
454,1845,metal,2
455,1846,metal->iron,1
456,1846,wood->cedar,1
457,1846,metal,1
458,1847,metal,1
459,1847,metal->brass,3
460,1847,glass->,1
461,1847,wood->,1
462,1847,fibre->velvet,1
463,1847,paper,1
464,1847,glass,1
465,1847,wood->mahogany,1
466,1848,metal->brass,3
467,1848,resin->ebonite,3
468,1848,wood,1
469,1848,wood->,1
470,1848,resin->rubber,1
471,1848,paper,1
472,1848,fibre,1
473,1849,metal->brass,3
474,1849,stone->granite,1
475,1849,wood,1
476,1849,paper,1
477,1849,fibre,1
478,1849,wood->mahogany,2
479,1849,skin->leather,1
480,1850,stone->,2
481,1850,metal->lead,2
482,1850,metal->iron,11
483,1850,stone,3
484,1850,metal->brass,47
485,1850,wood,29
486,1850,glass,29
487,1850,,14
488,1850,wood->,24
489,1850,metal->cast-iron,7
490,1850,metal->steel,21
491,1850,glass->,22
492,1850,fibre->cotton,3
493,1850,metal,37
494,1850,paper,20
495,1850,synthetic,8
496,1850,metal->gold,1
497,1850,wood->rosewood,1
498,1850,bone->ivory,6
499,1850,metal->,11
500,1850,fibre->,2
501,1850,skin->chamois,2
502,1850,skin->leather,14
503,1850,paper->cardboard,3
504,1850,ceramic->porcelain - possible,1
505,1850,ceramic->pottery - possible,1
506,1850,metal->tin,3
507,1850,stone->limestone,1
508,1850,fibre->felt,1
509,1850,synthetic->bakelite,1
510,1850,fibre,11
511,1850,metal->copper,5
512,1850,fibre->velvet,7
513,1850,wood->oak,1
514,1850,wood->mahogany - possible,1
515,1850,metal->brass - possible,3
516,1850,paper->,3
517,1850,synthetic->plastic,1
518,1850,wood->pine,3
519,1850,wood->ash,1
520,1850,wood->mahogany,5
521,1850,metal->silver,3
522,1850,bone,1
523,1850,metal->stainless steel,2
524,1850,wood->ebony,5
525,1850,bone->,1
526,1850,stone->mica,1
527,1850,resin->wax,1
528,1850,metal->bronze,1
529,1850,metal->mercury,3
530,1850,synthetic->,1
531,1850,bone->horn,1
532,1850,ceramic,1
533,1850,ceramic->earthenware,1
534,1850,resin->vulcanite,1
535,1850,shell,1
536,1850,wood->cork,3
537,1850,wood->ebony - possible,5
538,1850,resin->rubber,1
539,1850,fibre->cotton - possible,1
540,1850,paper - possible->,1
541,1850,fibre - possible->,1
542,1850,skin->leather - possible,1
543,1850,synthetic->French ivory,1
544,1850,fibre->velvet - possible,1
545,1850,metal->steel - possible,1
546,1850,wood->rosewood - possible,1
547,1850,metal->tin - possible,1
548,1850,metal->antimony,1
549,1851,paper->,1
550,1851,skin->leather,1
551,1851,metal->cast-iron - possible,1
552,1851,metal->steel,1
553,1851,paper,1
554,1851,fibre,2
555,1851,glass->,1
556,1851,metal->mercury,1
557,1851,metal,1
558,1851,synthetic,1
559,1851,resin->rubber,2
560,1851,synthetic->,1
561,1851,metal->brass,3
562,1851,synthetic->French ivory,1
563,1851,metal->steel - possible,1
564,1851,wood->beech - possible,1
565,1851,wood,1
566,1851,wood->,1
567,1851,metal->,1
568,1851,wood->boxwood,1
569,1852,metal->brass,6
570,1852,wood,1
571,1852,metal->steel,1
572,1852,metal->copper,1
573,1852,paper->card stock,1
574,1852,resin->rubber,1
575,1852,metal->cast-iron,1
576,1852,wood->,2
577,1852,metal->iron,1
578,1852,skin->leather,1
579,1852,metal,1
580,1853,paper->,2
581,1853,composite->ink,1
582,1853,metal->lead,1
583,1853,wood,8
584,1853,synthetic,7
585,1853,metal,7
586,1853,metal->brass,5
587,1853,skin->leather,2
588,1853,metal->silver,1
589,1853,synthetic->,1
590,1853,wood->,1
591,1853,wood->mahogany,1
592,1853,paper->cardboard,1
593,1853,glass,1
594,1853,,1
595,1854,paper->,1
596,1854,composite->ink,1
597,1854,wood->,3
598,1854,metal->brass,1
599,1854,wood,8
600,1854,metal,7
601,1854,fibre,2
602,1854,paper,2
603,1854,metal->cast-iron,1
604,1854,metal->steel,1
605,1854,metal->iron,2
606,1854,paper->papier-mache,1
607,1854,fibre->velvet,1
608,1854,metal->copper,1
609,1854,glass,1
610,1854,,4
611,1855,paper,3
612,1855,wood->,5
613,1855,metal->steel,5
614,1855,metal->brass,4
615,1855,wood->cherry,1
616,1855,metal->iron,6
617,1855,metal->,5
618,1855,skin->leather,4
619,1855,glass->enamel,6
620,1855,glass->,4
621,1855,paper->,1
622,1855,fibre->velvet,1
623,1855,metal->tin,2
624,1855,metal->brass - possible,2
625,1855,paper->cardboard,4
626,1855,fibre->velvet - possible,2
627,1855,metal,2
628,1855,wood,1
629,1855,wood->mahogany - possible,1
630,1855,bone->ivory,1
631,1855,metal->mercury,1
632,1855,resin->rubber,1
633,1855,synthetic->bakelite,2
634,1855,synthetic->,1
635,1855,fibre->,1
636,1855,bone - possible->ivory - possible,1
637,1855,glass,1
638,1856,fibre->wool - possible,1
639,1856,fibre->cotton,1
640,1856,skin->leather,2
641,1856,metal,1
642,1856,metal->copper,4
643,1856,resin->gutta-percha,1
644,1856,metal->cast-iron,1
645,1856,metal->brass,13
646,1856,metal->steel,1
647,1856,wood->,4
648,1856,fibre->canvas,1
649,1856,glass->,8
650,1856,fibre->velvet,2
651,1856,fibre->satin,1
652,1856,wood->cork,1
653,1856,synthetic->,1
654,1856,paper->cardboard,8
655,1856,fibre,8
656,1856,->,12
657,1856,glass - possible,1
658,1856,metal->brass - possible,2
659,1856,synthetic,3
660,1857,paper,10
661,1857,wood,1
662,1857,glass,4
663,1857,metal,1
664,1857,metal->brass - possible,1
665,1857,synthetic->leatherette,1
666,1857,wood->,3
667,1857,metal->brass,9
668,1857,glass->,3
669,1857,bone->ivory,1
670,1857,metal->steel,1
671,1857,skin->leather,1
672,1857,paper->cardboard,3
673,1857,paper->,8
674,1857,composite->ink,8
675,1857,metal->copper,1
676,1858,paper->,2
677,1858,composite->ink,1
678,1858,metal->copper,3
679,1858,metal->brass,7
680,1858,resin->gutta-percha,3
681,1858,metal,2
682,1858,fibre,4
683,1858,synthetic,1
684,1858,wood,3
685,1858,glass,4
686,1858,stone->granite,1
687,1858,wood->,5
688,1858,metal->steel,5
689,1858,metal->silver,2
690,1858,metal->nickel,1
691,1858,paper,1
692,1858,fluid,1
693,1858,paper->cardboard,2
694,1858,metal->iron,1
695,1858,wood->maple,1
696,1858,stone->soapstone,1
697,1858,metal->iron - possible,1
698,1859,paper->,2
699,1859,composite->ink,2
700,1859,wood,16
701,1859,metal,7
702,1859,glass,1
703,1859,metal->brass,2
704,1859,metal->steel,2
705,1859,paper,2
706,1859,wood->,1
707,1859,metal->steel - possible,1
708,1859,wood->beech - possible,3
709,1860,wood->,25
710,1860,metal->steel,19
711,1860,metal->iron,12
712,1860,skin->leather,5
713,1860,metal,20
714,1860,wood,56
715,1860,metal->cast-iron,5
716,1860,metal->,4
717,1860,metal->brass,36
718,1860,metal->copper,3
719,1860,wood->ebony,3
720,1860,wood->mahogany - possible,1
721,1860,fibre->velvet,1
722,1860,bone->ivory,3
723,1860,metal->silver,7
724,1860,glass->,5
725,1860,metal->lead,1
726,1860,fibre->cotton,2
727,1860,synthetic,3
728,1860,wood->cork,1
729,1860,,5
730,1860,synthetic->plastic,1
731,1860,resin->rubber,2
732,1860,wood->mahogany,6
733,1860,glass,8
734,1860,metal->tin,2
735,1860,wood->oak,1
736,1860,metal->iron - possible,1
737,1860,synthetic->celluloid,1
738,1860,metal->wrought iron,1
739,1860,paper,13
740,1860,wood->basswood,1
741,1860,synthetic->,1
742,1860,fibre->,1
743,1860,resin->gutta-percha,1
744,1860,wood - possible,1
745,1860,fibre,1
746,1860,wood->boxwood,1
747,1860,metal->brass - possible,1
748,1860,wood->pine,1
749,1860,bone,1
750,1860,wood->maple,1
751,1860,ceramic->earthenware,1
752,1861,metal->brass,4
753,1861,wood->,3
754,1861,metal->steel,2
755,1861,metal,3
756,1861,glass,3
757,1861,wood,6
758,1861,paper,1
759,1861,metal->steel - possible,2
760,1861,wood->pine,1
761,1861,metal->tin,1
762,1861,metal->zinc,1
763,1861,metal->,1
764,1861,skin->leather,1
765,1862,metal->brass,1
766,1862,skin->leather,2
767,1862,wood,26
768,1862,metal,10
769,1862,wood->walnut - possible,1
770,1862,metal->nickel,1
771,1862,paper,4
772,1862,metal->steel,2
773,1862,wood->,1
774,1862,fibre->cotton,1
775,1862,wood->oak,1
776,1862,wood->pine,2
777,1862,wood->basswood,1
778,1862,fibre,1
779,1862,glass,3
780,1863,paper->,3
781,1863,composite->ink,3
782,1863,paper,3
783,1863,,1
784,1863,metal,1
785,1863,wood,3
786,1863,metal->cast-iron,1
787,1863,stone->mica,1
788,1863,stone->asbestos,1
789,1863,ceramic,1
790,1863,metal->steel - possible,2
791,1863,metal->,2
792,1863,metal->steel,1
793,1863,wood->,2
794,1863,wood->boxwood,1
795,1863,skin->leather,1
796,1864,metal->nickel,1
797,1864,glass,5
798,1864,wood,67
799,1864,metal,8
800,1864,paper,5
801,1864,,1
802,1864,fibre->canvas,1
803,1864,glass->,1
804,1864,metal->brass,6
805,1864,wood->,2
806,1864,skin->leather,3
807,1864,paper->,1
808,1864,composite->ink,1
809,1864,wood->mahogany - possible,1
810,1864,fibre->velvet,3
811,1864,metal->,9
812,1864,stone->mica,1
813,1864,resin->gutta-percha - possible,9
814,1864,fibre->cotton - possible,1
815,1864,animal - possible,1
816,1864,bone - possible->,1
817,1864,metal->steel - possible,1
818,1865,wood,3
819,1865,metal,3
820,1865,glass,18
821,1865,paper,15
822,1865,fibre,2
823,1865,metal->brass,1
824,1865,synthetic,1
825,1865,wood->,1
826,1865,metal->steel - possible,1
827,1866,metal->iron - possible,1
828,1866,metal->brass,4
829,1866,resin->rubber - possible,1
830,1866,wood->oak - possible,1
831,1866,wood,2
832,1866,wood->,2
833,1866,metal->copper,3
834,1866,wood->cedar,1
835,1866,metal->iron,2
836,1866,resin->gutta-percha,1
837,1866,fibre->hemp,1
838,1866,metal->steel,1
839,1866,metal->cast-iron,1
840,1866,paper,12
841,1866,fibre,2
842,1866,metal,1
843,1866,glass,12
844,1867,wood,11
845,1867,metal,9
846,1867,paper,21
847,1867,fibre->wool,2
848,1867,metal->steel,4
849,1867,wood->,6
850,1867,metal->iron,4
851,1867,skin->leather,1
852,1867,animal->hair - possible,1
853,1867,metal->,1
854,1867,fibre->,2
855,1867,resin->gutta-percha,1
856,1867,metal->cast-iron,1
857,1867,glass,51
858,1867,metal->brass,7
859,1867,wood->mahogany,1
860,1867,glass->,2
861,1867,bone->ivory,1
862,1867,paper->cardboard,5
863,1867,synthetic->,2
864,1867,metal->brass - possible,1
865,1867,resin->rubber - possible,1
866,1867,stone->slate,1
867,1867,metal->gold - possible,1
868,1867,fibre->sisal,1
869,1868,paper,17
870,1868,metal->iron,2
871,1868,metal->brass,2
872,1868,wood,11
873,1868,wood->,2
874,1868,skin->leather,2
875,1868,bone->ivory,1
876,1868,metal->lead,1
877,1868,glass,15
878,1868,fibre,1
879,1868,metal,1
880,1868,metal->cast-iron,8
881,1868,metal->steel,7
882,1868,,1
883,1868,metal->nickel,1
884,1868,paper->,1
885,1868,composite->ink,1
886,1868,metal->steel - possible,5
887,1869,metal->brass,8
888,1869,wood,5
889,1869,metal,5
890,1869,metal->cast-iron,4
891,1869,metal->copper,3
892,1869,paper,22
893,1869,wood->,7
894,1869,skin->leather,3
895,1869,fibre,1
896,1869,metal->steel,2
897,1869,metal->bronze,1
898,1869,resin->rubber,1
899,1869,metal->iron,1
900,1869,metal->,2
901,1869,paper->,7
902,1869,glass->,1
903,1869,fibre->cotton,1
904,1869,composite->ink,6
905,1869,glass,39
906,1869,animal,1
907,1869,fluid,1
908,1869,wood->beech,1
909,1869,wood->boxwood,1
910,1870,wood->,40
911,1870,metal->iron,41
912,1870,metal->brass,40
913,1870,metal->silver,1
914,1870,glass,24
915,1870,paper,11
916,1870,metal->copper,7
917,1870,metal->cast-iron,7
918,1870,wood,72
919,1870,metal,67
920,1870,resin->rubber,5
921,1870,resin->ebonite,3
922,1870,metal->tin,1
923,1870,fibre,4
924,1870,synthetic,7
925,1870,metal->steel,26
926,1870,fibre->felt,1
927,1870,ceramic->porcelain,2
928,1870,ceramic->pottery,1
929,1870,fibre->burlap,1
930,1870,paper - possible,4
931,1870,metal->zinc,1
932,1870,wood->mahogany,3
933,1870,bone->ivory,3
934,1870,skin->leather,9
935,1870,stone->,1
936,1870,metal->brass - possible,2
937,1870,metal->steel - possible,17
938,1870,metal->wrought iron,1
939,1870,glass->,4
940,1870,paper->cardboard,1
941,1870,metal->cast-iron - possible,1
942,1870,fibre->velvet,1
943,1870,skin->shark - possible,1
944,1870,wood->pine,1
945,1870,metal->nickel,2
946,1870,metal->white metal,2
947,1870,wood->ironwood,1
948,1870,metal->,5
949,1870,wood->hickory,3
950,1870,fibre->cotton,1
951,1870,metal->lead,10
952,1870,paper->,2
953,1870,composite->ink,2
954,1870,resin - possible->rubber - possible,1
955,1870,skin - possible->leather - possible,1
956,1870,wood->ebony - possible,1
957,1870,wood->rosewood - possible,1
958,1870,glass - possible,1
959,1870,synthetic->bakelite - possible,1
960,1870,fibre->silk - possible,1
961,1871,,1
962,1871,skin->leather,5
963,1871,metal,7
964,1871,metal->brass,2
965,1871,wood,8
966,1871,wood->,3
967,1871,metal->cast-iron,2
968,1871,glass,3
969,1871,fibre->cotton,1
970,1871,metal->,2
971,1871,resin->rubber,1
972,1871,metal->nickel,1
973,1871,metal->iron,2
974,1871,metal->copper,1
975,1871,paper,2
976,1871,metal->steel,1
977,1872,metal->steel,3
978,1872,metal->cast-iron,4
979,1872,wood,9
980,1872,paper,1
981,1872,metal,9
982,1872,skin,1
983,1872,fibre,1
984,1872,metal->brass,33
985,1872,metal->silver,1
986,1872,metal->lead,1
987,1872,glass,2
988,1872,wood->,30
989,1872,metal->iron,2
990,1872,wood->oak,1
991,1872,skin->leather,4
992,1872,ceramic,1
993,1872,metal->,1
994,1872,skin->suede,1
995,1872,resin->rubber,1
996,1872,metal->cast-iron - possible,1
997,1872,ceramic->porcelain,1
998,1872,paper->,1
999,1872,composite->ink,1
1000,1873,metal->brass,3
1001,1873,metal->iron,1
1002,1873,wood,3
1003,1873,paper->cardboard,1
1004,1873,skin->leather,1
1005,1873,paper,1
1006,1873,fibre,1
1007,1873,metal,2
1008,1873,wood->,1
1009,1873,metal->,1
1010,1873,metal->brass - possible,1
1011,1874,metal->copper,4
1012,1874,paper,12
1013,1874,metal->brass,26
1014,1874,skin->leather,3
1015,1874,wood,7
1016,1874,metal->iron,3
1017,1874,wood->,6
1018,1874,fibre,3
1019,1874,glass,15
1020,1874,wood->oak,1
1021,1874,resin->gutta-percha,1
1022,1874,fibre->jute,1
1023,1874,metal->steel,10
1024,1874,metal->cast-iron,2
1025,1874,metal->steel - possible,1
1026,1874,metal,3
1027,1874,metal->tin,2
1028,1874,metal->zinc,1
1029,1874,metal->gold,1
1030,1874,fibre->felt,4
1031,1874,resin->wax,2
1032,1874,metal->,1
1033,1874,glass->,2
1034,1874,metal->aluminum,1
1035,1874,paper->,8
1036,1874,fibre->silk,1
1037,1874,metal->silver,8
1038,1874,wood->ebony,1
1039,1874,wood->mahogany,1
1040,1874,fibre->velvet,1
1041,1874,paper->cardboard,1
1042,1874,fibre->cotton - possible,1
1043,1874,composite->ink,6
1044,1875,paper->,2
1045,1875,composite->ink,2
1046,1875,wood->,9
1047,1875,metal->brass,57
1048,1875,glass,32
1049,1875,metal->iron,9
1050,1875,synthetic,1
1051,1875,metal->steel,5
1052,1875,wood,9
1053,1875,skin->leather,4
1054,1875,wood->cork,2
1055,1875,metal,7
1056,1875,fibre,2
1057,1875,paper,15
1058,1875,metal->cast-iron,4
1059,1875,glass->,3
1060,1875,wood->hickory,1
1061,1875,wood->oak,1
1062,1875,wood->pine,1
1063,1875,metal->,2
1064,1875,resin->rubber,1
1065,1875,,2
1066,1875,paper->cardboard,1
1067,1875,metal->aluminum,1
1068,1875,metal->copper,4
1069,1875,synthetic->,1
1070,1875,fibre->felt,2
1071,1875,metal->tin,1
1072,1875,fibre->,1
1073,1875,animal->hair,1
1074,1875,wood->ebony,9
1075,1875,bone - possible->ivory,13
1076,1875,stone - possible->mica - possible,12
1077,1875,wood->mahogany,1
1078,1875,metal->nickel,1
1079,1875,metal->steel - possible,1
